AFOREST_CODE,year,month,month_sv,month_nfv,month_nf_var,siteid,UNIT_NAME
A08003,2018,12,240961,175331,4089427655,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,1,127654,94718,2179775895,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,2,120521,89221,2024589871,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,3,187558,134124,3452078170,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,4,262758,185289,4569911313,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,5,292956,207205,4780200679,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,6,302226,213136,4705294335,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,7,325585,229777,4875453991,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,8,325663,230121,4920995562,NAT_132,Chattahoochee-Oconee National Forests
A08003,2019,9,287385,203624,4496149031,NAT_132,Chattahoochee-Oconee National Forests
A08004,2021,10,214636,156585,1788432694,NAT_120,Cherokee National Forest
A08004,2021,11,116449,87806,1448383724,NAT_120,Cherokee National Forest
A08004,2021,12,90331,68923,1275826250,NAT_120,Cherokee National Forest
A08004,2022,1,56280,42674,800649336,NAT_120,Cherokee National Forest
A08004,2022,2,44294,33555,623715590,NAT_120,Cherokee National Forest
A08004,2022,3,111876,83180,989229046,NAT_120,Cherokee National Forest
A08004,2022,4,203547,149628,1749138491,NAT_120,Cherokee National Forest
A08004,2022,5,249865,182248,1890161040,NAT_120,Cherokee National Forest
A08004,2022,6,269310,194108,1795668231,NAT_120,Cherokee National Forest
A08004,2022,7,294715,211905,1888859171,NAT_120,Cherokee National Forest
A08004,2022,8,271399,195750,1823571503,NAT_120,Cherokee National Forest
A08004,2022,9,231357,167602,1620309587,NAT_120,Cherokee National Forest
A08005,2020,10,138420,89704,1335804970,NAT_131,National Forests in Florida
A08005,2020,11,149858,99555,1478929968,NAT_131,National Forests in Florida
A08005,2020,12,151188,101001,1485167820,NAT_131,National Forests in Florida
A08005,2021,1,155236,102759,1551029725,NAT_131,National Forests in Florida
A08005,2021,2,136798,90991,1366406145,NAT_131,National Forests in Florida
A08005,2021,3,149990,100053,1484888997,NAT_131,National Forests in Florida
A08005,2021,4,137593,90630,1280659895,NAT_131,National Forests in Florida
A08005,2021,5,145378,94875,1372151617,NAT_131,National Forests in Florida
A08005,2021,6,133169,88051,1262522879,NAT_131,National Forests in Florida
A08005,2021,7,140414,92662,1333474526,NAT_131,National Forests in Florida
A08005,2021,8,140073,92384,1331219486,NAT_131,National Forests in Florida
A08005,2021,9,132111,87149,1260174152,NAT_131,National Forests in Florida
A08007,2018,10,143715,112093,6156494000,NAT_113,National Forests in Mississippi
A08007,2018,11,156562,123795,5996597570,NAT_113,National Forests in Mississippi
A08007,2018,12,207958,164309,6336005958,NAT_113,National Forests in Mississippi
A08007,2019,1,165881,128473,6614009983,NAT_113,National Forests in Mississippi
A08007,2019,2,128310,99010,6162465015,NAT_113,National Forests in Mississippi
A08007,2019,3,146905,113274,6950172795,NAT_113,National Forests in Mississippi
A08007,2019,4,140929,108681,6597619808,NAT_113,National Forests in Mississippi
A08007,2019,5,100972,77710,4553668544,NAT_113,National Forests in Mississippi
A08007,2019,6,66834,51539,2827897941,NAT_113,National Forests in Mississippi
A08007,2019,7,61226,47226,2546417912,NAT_113,National Forests in Mississippi
A08007,2019,8,65557,50524,2755931767,NAT_113,National Forests in Mississippi
A08007,2019,9,62194,47878,2722284899,NAT_113,National Forests in Mississippi
A08008,2020,10,264185,203977,4633391192,NAT_119,George Washington and Jefferson National Forest
A08008,2020,11,246067,193325,4929739757,NAT_119,George Washington and Jefferson National Forest
A08008,2020,12,176061,137065,3639630571,NAT_119,George Washington and Jefferson National Forest
A08008,2021,1,122142,94185,2522668503,NAT_119,George Washington and Jefferson National Forest
A08008,2021,2,95256,73223,1907151031,NAT_119,George Washington and Jefferson National Forest
A08008,2021,3,121714,93818,2411480541,NAT_119,George Washington and Jefferson National Forest
A08008,2021,4,201696,154317,3800787209,NAT_119,George Washington and Jefferson National Forest
A08008,2021,5,261468,198579,4254486639,NAT_119,George Washington and Jefferson National Forest
A08008,2021,6,284515,214382,4251437325,NAT_119,George Washington and Jefferson National Forest
A08008,2021,7,309589,234240,4518837116,NAT_119,George Washington and Jefferson National Forest
A08008,2021,8,306294,231157,4481978958,NAT_119,George Washington and Jefferson National Forest
A08008,2021,9,273009,208934,4308835011,NAT_119,George Washington and Jefferson National Forest
A08011,2017,10,784327,560673,53003464090,NAT_112,National Forests in North Carolina
A08011,2017,11,572822,415366,38743604286,NAT_112,National Forests in North Carolina
A08011,2017,12,506345,369968,33533924915,NAT_112,National Forests in North Carolina
A08011,2018,1,409303,299800,27943966286,NAT_112,National Forests in North Carolina
A08011,2018,2,379019,278008,25691536382,NAT_112,National Forests in North Carolina
A08011,2018,3,551455,403212,38117460880,NAT_112,National Forests in North Carolina
A08011,2018,4,709767,512422,49850757923,NAT_112,National Forests in North Carolina
A08011,2018,5,781546,560148,54313205993,NAT_112,National Forests in North Carolina
A08011,2018,6,901070,641654,59685997372,NAT_112,National Forests in North Carolina
A08011,2018,7,928674,657545,61986052924,NAT_112,National Forests in North Carolina
A08011,2018,8,884471,627046,58602156027,NAT_112,National Forests in North Carolina
A08011,2018,9,781269,556372,51626518423,NAT_112,National Forests in North Carolina
A08012,2017,10,233872,186405,7055290787,NAT_111,Francis Marion and Sumter National Forests
A08012,2017,11,153176,121156,4579574897,NAT_111,Francis Marion and Sumter National Forests
A08012,2017,12,123898,98591,3700736575,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,1,48888,39804,1415456603,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,2,43987,35799,1266569285,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,3,85134,68534,2571868783,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,4,204097,163052,6222573901,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,5,100250,76812,2496282678,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,6,95124,73046,2390103479,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,7,86756,67613,2257537236,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,8,83064,65093,2095745306,NAT_111,Francis Marion and Sumter National Forests
A08012,2018,9,186283,148720,5472409523,NAT_111,Francis Marion and Sumter National Forests
A08013,2017,10,86171,48454,224191699,NAT_121,National Forests in Texas
A08013,2017,11,74695,43455,180506195,NAT_121,National Forests in Texas
A08013,2017,12,87129,49716,236360022,NAT_121,National Forests in Texas
A08013,2018,1,59377,34967,181200691,NAT_121,National Forests in Texas
A08013,2018,2,58061,34567,173802655,NAT_121,National Forests in Texas
A08013,2018,3,82739,49395,234352283,NAT_121,National Forests in Texas
A08013,2018,4,82653,49279,230431331,NAT_121,National Forests in Texas
A08013,2018,5,83227,49949,230122366,NAT_121,National Forests in Texas
A08013,2018,6,53485,33452,140685348,NAT_121,National Forests in Texas
A08013,2018,7,54668,34443,144658914,NAT_121,National Forests in Texas
A08013,2018,8,54722,34429,147350078,NAT_121,National Forests in Texas
A08013,2018,9,67632,40923,186632219,NAT_121,National Forests in Texas
A08060,2021,10,203811,122191,1044727276,NAT_115,Land Between the Lakes National Recreation Area
A08060,2021,11,186128,112202,991430643,NAT_115,Land Between the Lakes National Recreation Area
A08060,2021,12,104806,68932,877438762,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,1,104282,68618,876429414,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,2,93951,61803,790366147,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,3,160830,99213,982954870,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,4,198918,119177,1016221541,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,5,209871,126021,1064201691,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,6,198638,119624,1026877143,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,7,205903,123038,1045802002,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,8,196147,118249,1043480719,NAT_115,Land Between the Lakes National Recreation Area
A08060,2022,9,200798,120707,1028068668,NAT_115,Land Between the Lakes National Recreation Area
A09003,2020,10,41063,29366,170500370,NAT_128,Chippewa National Forest
A09003,2020,11,31696,23231,134991550,NAT_128,Chippewa National Forest
A09003,2020,12,12579,9870,60996126,NAT_128,Chippewa National Forest
A09003,2021,1,15816,12419,73014428,NAT_128,Chippewa National Forest
A09003,2021,2,13873,10926,65133354,NAT_128,Chippewa National Forest
A09003,2021,3,13909,10993,67655148,NAT_128,Chippewa National Forest
A09003,2021,4,7962,6423,44040213,NAT_128,Chippewa National Forest
A09003,2021,5,42208,29078,135223113,NAT_128,Chippewa National Forest
A09003,2021,6,64740,43100,193256587,NAT_128,Chippewa National Forest
A09003,2021,7,71346,47126,200441314,NAT_128,Chippewa National Forest
A09003,2021,8,71050,46979,200433241,NAT_128,Chippewa National Forest
A09003,2021,9,47436,33019,173363237,NAT_128,Chippewa National Forest
A09004,2021,10,233691,152121,9259772027,NAT_125,Huron-Manistee National Forest
A09004,2021,11,227663,152990,10614459201,NAT_125,Huron-Manistee National Forest
A09004,2021,12,44956,30437,2247622258,NAT_125,Huron-Manistee National Forest
A09004,2022,1,59392,40021,2822854548,NAT_125,Huron-Manistee National Forest
A09004,2022,2,47326,31946,2302455420,NAT_125,Huron-Manistee National Forest
A09004,2022,3,45548,30871,2351737560,NAT_125,Huron-Manistee National Forest
A09004,2022,4,117279,78505,5469635237,NAT_125,Huron-Manistee National Forest
A09004,2022,5,215829,141199,8040609921,NAT_125,Huron-Manistee National Forest
A09004,2022,6,271403,173416,9413552881,NAT_125,Huron-Manistee National Forest
A09004,2022,7,388019,246711,11761504481,NAT_125,Huron-Manistee National Forest
A09004,2022,8,335253,212242,10812818702,NAT_125,Huron-Manistee National Forest
A09004,2022,9,274586,177458,10134319955,NAT_125,Huron-Manistee National Forest
A09005,2017,10,52843,33584,222726625,NAT_116,Mark Twain National Forest
A09005,2017,11,75761,48036,353898742,NAT_116,Mark Twain National Forest
A09005,2017,12,22141,14352,98508191,NAT_116,Mark Twain National Forest
A09005,2018,1,15656,10338,74378918,NAT_116,Mark Twain National Forest
A09005,2018,2,14970,9865,70625888,NAT_116,Mark Twain National Forest
A09005,2018,3,39214,25052,172166027,NAT_116,Mark Twain National Forest
A09005,2018,4,98602,62390,437050597,NAT_116,Mark Twain National Forest
A09005,2018,5,83097,52252,339297430,NAT_116,Mark Twain National Forest
A09005,2018,6,75581,46841,298827914,NAT_116,Mark Twain National Forest
A09005,2018,7,72921,45287,288018325,NAT_116,Mark Twain National Forest
A09005,2018,8,68852,42717,274341966,NAT_116,Mark Twain National Forest
A09005,2018,9,67949,42309,285401184,NAT_116,Mark Twain National Forest
A09007,2021,10,24969,17939,108691206,NAT_130,Ottawa National Forest
A09007,2021,11,20557,14709,89831927,NAT_130,Ottawa National Forest
A09007,2021,12,10387,7236,58061359,NAT_130,Ottawa National Forest
A09007,2022,1,15200,11186,78060687,NAT_130,Ottawa National Forest
A09007,2022,2,11195,7753,59182148,NAT_130,Ottawa National Forest
A09007,2022,3,8926,5656,51543454,NAT_130,Ottawa National Forest
A09007,2022,4,7096,4044,45472567,NAT_130,Ottawa National Forest
A09007,2022,5,20291,12331,85815143,NAT_130,Ottawa National Forest
A09007,2022,6,39895,22978,113177576,NAT_130,Ottawa National Forest
A09007,2022,7,54535,31231,177354950,NAT_130,Ottawa National Forest
A09007,2022,8,49073,28134,160749150,NAT_130,Ottawa National Forest
A09007,2022,9,43282,26052,179656007,NAT_130,Ottawa National Forest
A09008,2017,10,80617,47382,112813553,NAT_127,Shawnee National Forest
A09008,2017,11,54182,30980,82227316,NAT_127,Shawnee National Forest
A09008,2017,12,20254,11827,34116122,NAT_127,Shawnee National Forest
A09008,2018,1,11158,6391,20670158,NAT_127,Shawnee National Forest
A09008,2018,2,11032,6005,21119366,NAT_127,Shawnee National Forest
A09008,2018,3,37905,20593,58661997,NAT_127,Shawnee National Forest
A09008,2018,4,82049,47154,124397273,NAT_127,Shawnee National Forest
A09008,2018,5,76385,43850,105498536,NAT_127,Shawnee National Forest
A09008,2018,6,59369,34386,82632465,NAT_127,Shawnee National Forest
A09008,2018,7,52081,29906,72256705,NAT_127,Shawnee National Forest
A09008,2018,8,46943,26366,70121665,NAT_127,Shawnee National Forest
A09008,2018,9,63424,36353,87333927,NAT_127,Shawnee National Forest
A09009,2020,10,186891,107568,2614756860,NAT_126,Superior National Forest
A09009,2020,11,101511,62306,1858128472,NAT_126,Superior National Forest
A09009,2020,12,83510,51560,1684532227,NAT_126,Superior National Forest
A09009,2021,1,97472,58937,1786437971,NAT_126,Superior National Forest
A09009,2021,2,91483,55901,1681584167,NAT_126,Superior National Forest
A09009,2021,3,89193,54113,1706199507,NAT_126,Superior National Forest
A09009,2021,4,78216,48240,1579249485,NAT_126,Superior National Forest
A09009,2021,5,228988,125982,3137467287,NAT_126,Superior National Forest
A09009,2021,6,264411,144890,3387799907,NAT_126,Superior National Forest
A09009,2021,7,288761,156664,3616407383,NAT_126,Superior National Forest
A09009,2021,8,288551,156871,3660831457,NAT_126,Superior National Forest
A09009,2021,9,271899,149046,3371329982,NAT_126,Superior National Forest
A09010,2021,10,84118,48486,823677020,NAT_117,Hiawatha National Forest
A09010,2021,11,73216,42919,803163623,NAT_117,Hiawatha National Forest
A09010,2021,12,50918,35956,662792579,NAT_117,Hiawatha National Forest
A09010,2022,1,89273,65966,1216589830,NAT_117,Hiawatha National Forest
A09010,2022,2,80607,59588,1100162026,NAT_117,Hiawatha National Forest
A09010,2022,3,71844,51905,963572458,NAT_117,Hiawatha National Forest
A09010,2022,4,29928,19212,351642343,NAT_117,Hiawatha National Forest
A09010,2022,5,93653,53812,883203969,NAT_117,Hiawatha National Forest
A09010,2022,6,123345,68233,958279384,NAT_117,Hiawatha National Forest
A09010,2022,7,160259,90081,1186629574,NAT_117,Hiawatha National Forest
A09010,2022,8,153245,85514,1122850558,NAT_117,Hiawatha National Forest
A09010,2022,9,135219,76635,1090626993,NAT_117,Hiawatha National Forest
A09012,2018,10,41062,30019,288635321,NAT_124,Hoosier National Forest
A09012,2018,11,35541,26196,265927710,NAT_124,Hoosier National Forest
A09012,2018,12,28028,21589,243740515,NAT_124,Hoosier National Forest
A09012,2019,1,5651,4161,29801626,NAT_124,Hoosier National Forest
A09012,2019,2,2184,1487,3525473,NAT_124,Hoosier National Forest
A09012,2019,3,17669,13550,127930645,NAT_124,Hoosier National Forest
A09012,2019,4,30634,21638,112842494,NAT_124,Hoosier National Forest
A09012,2019,5,45540,32151,180933265,NAT_124,Hoosier National Forest
A09012,2019,6,49749,35183,185837954,NAT_124,Hoosier National Forest
A09012,2019,7,48539,34170,178447643,NAT_124,Hoosier National Forest
A09012,2019,8,49094,34580,172676270,NAT_124,Hoosier National Forest
A09012,2019,9,46753,32913,147568145,NAT_124,Hoosier National Forest
A09013,2020,10,54833,42270,257812794,NAT_122,Chequamegon-Nicolet National Forest
A09013,2020,11,66793,52375,263475305,NAT_122,Chequamegon-Nicolet National Forest
A09013,2020,12,24669,21177,183154755,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,1,34112,28871,222231566,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,2,29366,24624,182321362,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,3,12168,10358,92264161,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,4,1132,882,6521780,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,5,55980,43170,322205833,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,6,49085,35905,243134828,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,7,71256,54167,361530564,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,8,56814,42180,281429684,NAT_122,Chequamegon-Nicolet National Forest
A09013,2021,9,73117,56726,375881542,NAT_122,Chequamegon-Nicolet National Forest
A09014,2018,10,17788,13657,60279466,NAT_123,Wayne National Forest
A09014,2018,11,14017,11619,58680514,NAT_123,Wayne National Forest
A09014,2018,12,10335,8583,45373268,NAT_123,Wayne National Forest
A09014,2019,1,5056,4187,20336164,NAT_123,Wayne National Forest
A09014,2019,2,4601,3813,18532871,NAT_123,Wayne National Forest
A09014,2019,3,5971,4968,22710621,NAT_123,Wayne National Forest
A09014,2019,4,17090,13062,58551535,NAT_123,Wayne National Forest
A09014,2019,5,24058,18357,71698529,NAT_123,Wayne National Forest
A09014,2019,6,28244,21693,80887663,NAT_123,Wayne National Forest
A09014,2019,7,28452,21552,73243475,NAT_123,Wayne National Forest
A09014,2019,8,26684,20668,77225656,NAT_123,Wayne National Forest
A09014,2019,9,22322,17084,70929855,NAT_123,Wayne National Forest
A09015,2017,10,11306,9318,12578867,NAT_134,Midewin National Tallgrass Prairie
A09015,2017,11,10105,8501,11120060,NAT_134,Midewin National Tallgrass Prairie
A09015,2017,12,9632,8234,10378658,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,1,7057,5947,7155856,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,2,1646,1149,415942,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,3,1859,1300,473938,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,4,3988,2731,1851803,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,5,5142,3483,2820403,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,6,5558,3769,4858431,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,7,5479,3719,4624290,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,8,5594,3791,4750645,NAT_134,Midewin National Tallgrass Prairie
A09015,2018,9,3594,2431,1933550,NAT_134,Midewin National Tallgrass Prairie
A09021,2018,10,80944,45107,171065991,NAT_129,Monongahela National Forest
A09021,2018,11,54748,31883,158033909,NAT_129,Monongahela National Forest
A09021,2018,12,18963,11467,52755522,NAT_129,Monongahela National Forest
A09021,2019,1,0,NA,NA,NAT_129,Monongahela National Forest
A09021,2019,2,0,NA,NA,NAT_129,Monongahela National Forest
A09021,2019,3,4215,2574,7494511,NAT_129,Monongahela National Forest
A09021,2019,4,51838,28154,134392989,NAT_129,Monongahela National Forest
A09021,2019,5,87138,46435,187287262,NAT_129,Monongahela National Forest
A09021,2019,6,110329,59436,221526867,NAT_129,Monongahela National Forest
A09021,2019,7,118128,62726,227494830,NAT_129,Monongahela National Forest
A09021,2019,8,114492,60955,232362445,NAT_129,Monongahela National Forest
A09021,2019,9,90690,49205,194492712,NAT_129,Monongahela National Forest
A10004,2017,10,7839,5501,35855140,NAT_135,Chugach National Forest
A10004,2017,11,724,553,2494575,NAT_135,Chugach National Forest
A10004,2017,12,6491,4738,33575465,NAT_135,Chugach National Forest
A10004,2018,1,12885,9410,62612269,NAT_135,Chugach National Forest
A10004,2018,2,13205,9692,64036555,NAT_135,Chugach National Forest
A10004,2018,3,15152,11149,71773983,NAT_135,Chugach National Forest
A10004,2018,4,10488,7687,53062441,NAT_135,Chugach National Forest
A10004,2018,5,64890,38049,95075131,NAT_135,Chugach National Forest
A10004,2018,6,147752,88540,240523947,NAT_135,Chugach National Forest
A10004,2018,7,184497,109344,279611456,NAT_135,Chugach National Forest
A10004,2018,8,180149,107352,279734303,NAT_135,Chugach National Forest
A10004,2018,9,69803,42861,145338938,NAT_135,Chugach National Forest
A10105,2020,10,19047,16361,24857100,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2020,11,14790,13133,18641736,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2020,12,13255,12035,16121483,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,1,13144,11943,15736828,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,2,9729,9006,8663307,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,3,11291,10339,10337253,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,4,12185,11050,13140707,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,5,22743,19406,26494305,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,6,27031,22954,29504996,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,7,28121,23884,30605404,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,8,28176,23916,30618341,NAT_049,Tongass National Forest-Sitka and Hoonah
A10105,2021,9,25312,21397,29732622,NAT_049,Tongass National Forest-Sitka and Hoonah
A10205,2019,10,19080,17028,18079532,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2019,11,18499,16544,19444664,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2019,12,17993,16328,16830259,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,1,18769,16869,20377304,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,2,17425,15693,18555744,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,3,19070,17092,19749451,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,4,18903,16860,18570401,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,5,43768,34673,104318778,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,6,41775,32982,97810563,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,7,43528,34349,101541928,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,8,44052,34750,102323647,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10205,2020,9,40595,32123,96821487,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument
A10305,2021,10,22486,19525,28117084,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2021,11,18107,16208,21375407,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2021,12,11764,11327,4724914,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,1,11682,11269,4704055,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,2,10519,10154,4157724,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,3,11697,11292,4728457,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,4,18275,16315,19686019,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,5,29029,24113,37413194,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,6,29781,24365,44305965,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,7,34582,27464,45985046,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,8,33859,27414,45724401,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10305,2022,9,29585,24349,37210841,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell"
A10405,2018,10,46916,41226,68470682,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2018,11,45192,39640,64523870,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2018,12,32758,29682,30934819,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,1,32480,29449,30379256,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,2,29709,26874,27834652,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,3,35699,31988,36421449,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,4,47565,40862,59234657,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,5,96789,77480,133551301,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,6,110326,86832,159057323,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,7,119141,93315,166961074,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,8,121718,95297,170554174,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
A10405,2019,9,107202,84890,151503746,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay"
