siteid,UNIT_NAME,Category,month,year,userdays,daysinmonth,UNIT_CODE,ForestName,MultiPart,NVUM_year,old_siteid,RSL_TYPE,notes,POI
NAT_137,Baskett Slough National Wildlife Refuge,FWS,5,2022,4394,30,BKS,NA,NA,NA,FWS_200,NWR,NA,NA
NAT_137,Baskett Slough National Wildlife Refuge,FWS,6,2022,4352,30,BKS,NA,NA,NA,FWS_200,NWR,NA,NA
NAT_137,Baskett Slough National Wildlife Refuge,FWS,7,2022,4887,31,BKS,NA,NA,NA,FWS_200,NWR,NA,NA
NAT_137,Baskett Slough National Wildlife Refuge,FWS,8,2022,4427,31,BKS,NA,NA,NA,FWS_200,NWR,NA,NA
NAT_137,Baskett Slough National Wildlife Refuge,FWS,9,2022,4522,30,BKS,NA,NA,NA,FWS_200,NWR,NA,NA
NAT_137,Baskett Slough National Wildlife Refuge,FWS,10,2022,4623,28,BKS,NA,NA,NA,FWS_200,NWR,NA,NA
NAT_137,Baskett Slough National Wildlife Refuge,FWS,11,2022,6248,29,BKS,NA,NA,NA,FWS_200,NWR,NA,NA
NAT_137,Baskett Slough National Wildlife Refuge,FWS,12,2022,4804,31,BKS,NA,NA,NA,FWS_200,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,1,2018,1887.786204,10,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,2,2018,1422.376044,7,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,3,2018,1010.64974,16,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,4,2018,2061.206659,24,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,5,2018,2557.515564,24,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,6,2018,3344.9706690000003,26,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,7,2018,2647.356118,22,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,8,2018,5820.073674,28,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,9,2018,3410.782141,25,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,10,2018,2601.304191,24,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,11,2018,1839.505248,21,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,12,2018,1629.753743,17,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,1,2019,1584.364003,18,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,2,2019,2267.278561,19,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,3,2019,3032.726627,27,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,4,2019,3663.153242,28,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,5,2019,3200.040623,27,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,6,2019,3043.819515,24,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,7,2019,2583.661258,21,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,8,2019,1568.635635,17,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,9,2019,1940.959413,17,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,10,2019,2646.517055,17,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,11,2019,1743.77115,12,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,12,2019,2518.701144,18,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,1,2020,4635,29,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,2,2020,4794,29,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,3,2020,4818,28,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,4,2020,5676,27,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,5,2020,7214,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,6,2020,5107,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,7,2020,5361,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,8,2020,6589,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,9,2020,4845,28,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,10,2020,4187,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,11,2020,3675,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,12,2020,3951,29,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,1,2021,3042,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,2,2021,2981,27,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,3,2021,3826,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,4,2021,4797,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,5,2021,4832,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,6,2021,5313,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,7,2021,5472,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,8,2021,4484,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,9,2021,3728,28,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,10,2021,2430,29,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,11,2021,4431,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,12,2021,3943,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,1,2022,4183,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,2,2022,4984,28,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,3,2022,8369,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,4,2022,12543,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,5,2022,7710,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,6,2022,5683,29,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,7,2022,5313,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,8,2022,4499,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,9,2022,5452,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,10,2022,5212,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,11,2022,3427,30,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_144,Harris Neck National Wildlife Refuge,FWS,12,2022,2990,31,HSN,NA,NA,NA,FWS_404,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,1,2018,13657.894311,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,2,2018,13191.424161,28,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,3,2018,7651.275488,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,4,2018,8837.480792,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,5,2018,16229.685392,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,6,2018,15637.678931,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,7,2018,11296.0441,26,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,8,2018,12240.093369,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,9,2018,17382.2183,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,10,2018,19519.412454,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,11,2018,20031.083887,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,12,2018,15661.333618,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,1,2019,12379.469817,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,2,2019,12073.096851,28,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,3,2019,22531.614542,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,4,2019,19220.358833,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,5,2019,16727.178284999998,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,6,2019,10701.067443,29,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,7,2019,10758.798417,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,8,2019,7318.589152,29,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,9,2019,6699.46816,28,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,10,2019,9999.857868,27,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,11,2019,15745.318713,29,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,12,2019,13637.69565,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,1,2020,15294,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,2,2020,14676,29,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,3,2020,16737,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,4,2020,11590,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,5,2020,16488,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,6,2020,12476,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,7,2020,11032,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,8,2020,10023,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,9,2020,11870,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,10,2020,14244,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,11,2020,11563,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,12,2020,11769,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,1,2021,14306,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,2,2021,12278,28,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,3,2021,20276,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,4,2021,20824,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,5,2021,17116,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,6,2021,13926,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,7,2021,13850,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,8,2021,10205,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,9,2021,9470,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,10,2021,13553,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,11,2021,15528,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,12,2021,11786,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,1,2022,13050,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,2,2022,26700,28,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,3,2022,40472,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,4,2022,40130,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,5,2022,17644,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,6,2022,15734,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,7,2022,18519,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,8,2022,13563,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,9,2022,12502,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,10,2022,13326,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,11,2022,11786,30,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_143,Okefenokee National Wildlife Refuge,FWS,12,2022,12451,31,OKE,NA,NA,NA,FWS_373,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,1,2018,8432.607853,16,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,2,2018,16506.285687,21,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,3,2018,4211.341126,24,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,4,2018,5037.183653,25,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,5,2018,23249.34794,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,6,2018,32667.010143,29,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,7,2018,28628.006497,28,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,8,2018,48656.833101,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,9,2018,34839.556842,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,10,2018,17991.441813,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,11,2018,17113.368871,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,12,2018,16442.325501,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,1,2019,19378.640842,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,2,2019,19154.262117,28,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,3,2019,25236.703834,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,4,2019,20947.252091,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,5,2019,22340.114108,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,6,2019,27930.483911,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,7,2019,30236.87568,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,8,2019,37807.267283,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,9,2019,22719.860002,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,10,2019,12060.775199,24,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,11,2019,9949.721983,25,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,12,2019,4865.928794,20,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,1,2020,17477,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,2,2020,18329,27,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,3,2020,34612,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,4,2020,18112,26,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,5,2020,8978,27,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,6,2020,28387,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,7,2020,28307,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,8,2020,42023,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,9,2020,35191,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,10,2020,19665,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,11,2020,15950,26,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,12,2020,11754,27,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,1,2021,22847,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,2,2021,13493,25,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,3,2021,23320,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,4,2021,22131,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,5,2021,21657,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,6,2021,22834,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,7,2021,27101,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,8,2021,29194,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,9,2021,20106,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,10,2021,17801,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,11,2021,13893,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,12,2021,13180,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,1,2022,9321,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,2,2022,16221,27,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,3,2022,27524,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,4,2022,23219,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,5,2022,13235,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,6,2022,26255,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,7,2022,14012,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,8,2022,22757,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,9,2022,15971,30,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,10,2022,30582,31,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,11,2022,12922,28,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_136,Parker River National Wildlife Refuge,FWS,12,2022,11318,29,PKR,NA,NA,NA,FWS_031,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,1,2018,10587.115474,25,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,2,2018,29967.23236,28,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,3,2018,8218.956233,30,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,4,2018,8306.617711,30,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,5,2018,35523.920614,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,6,2018,22001.130364,30,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,7,2018,26496.194491,29,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,8,2018,52262.988776,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,9,2018,29658.876489,30,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,10,2018,26800.37713,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,11,2018,27907.140987,30,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,12,2018,16790.123703,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,1,2019,30115.938222,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,2,2019,32573.942243,28,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,3,2019,41514.559898,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,4,2019,40185.121672,30,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,5,2019,36848.14508,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,6,2019,36838.927664,30,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,7,2019,37026.068322,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
NAT_139,Pinckney Island National Wildlife Refuge,FWS,8,2019,19586.416358,31,PKY,NA,NA,NA,FWS_304,NWR,NA,NA
