poi,month,year,userdays,daysinmonth
WOLF CREEK NATIONAL FISH HATCHERY,2,2020,1489,18
WOLF CREEK NATIONAL FISH HATCHERY,3,2020,3168,22
WOLF CREEK NATIONAL FISH HATCHERY,4,2020,3990,24
WOLF CREEK NATIONAL FISH HATCHERY,5,2020,4356,27
WOLF CREEK NATIONAL FISH HATCHERY,6,2020,6028,27
WOLF CREEK NATIONAL FISH HATCHERY,7,2020,10723,31
WOLF CREEK NATIONAL FISH HATCHERY,8,2020,9324,31
WOLF CREEK NATIONAL FISH HATCHERY,9,2020,9027,30
WOLF CREEK NATIONAL FISH HATCHERY,10,2020,7206,30
WOLF CREEK NATIONAL FISH HATCHERY,11,2020,3723,24
WOLF CREEK NATIONAL FISH HATCHERY,12,2020,1479,21
WOLF CREEK NATIONAL FISH HATCHERY,1,2021,1254,23
WOLF CREEK NATIONAL FISH HATCHERY,2,2021,939,18
WOLF CREEK NATIONAL FISH HATCHERY,3,2021,3388,29
WOLF CREEK NATIONAL FISH HATCHERY,4,2021,12193,30
WOLF CREEK NATIONAL FISH HATCHERY,5,2021,9761,31
WOLF CREEK NATIONAL FISH HATCHERY,6,2021,7996,30
WOLF CREEK NATIONAL FISH HATCHERY,7,2021,11596,31
WOLF CREEK NATIONAL FISH HATCHERY,8,2021,7565,31
WOLF CREEK NATIONAL FISH HATCHERY,9,2021,6445,30
WOLF CREEK NATIONAL FISH HATCHERY,10,2021,6873,31
WOLF CREEK NATIONAL FISH HATCHERY,11,2021,3820,30
WOLF CREEK NATIONAL FISH HATCHERY,12,2021,2950,31
WOLF CREEK NATIONAL FISH HATCHERY,1,2022,2312,31
WOLF CREEK NATIONAL FISH HATCHERY,2,2022,3067,28
WOLF CREEK NATIONAL FISH HATCHERY,3,2022,2942,31
WOLF CREEK NATIONAL FISH HATCHERY,4,2022,4379,30
WOLF CREEK NATIONAL FISH HATCHERY,5,2022,5343,30
WOLF CREEK NATIONAL FISH HATCHERY,6,2022,6859,30
WOLF CREEK NATIONAL FISH HATCHERY,7,2022,6213,31
WOLF CREEK NATIONAL FISH HATCHERY,8,2022,2739,27
WOLF CREEK NATIONAL FISH HATCHERY,9,2022,2154,24
WOLF CREEK NATIONAL FISH HATCHERY,10,2022,5678,27
WOLF CREEK NATIONAL FISH HATCHERY,11,2022,3567,29
WOLF CREEK NATIONAL FISH HATCHERY,12,2022,2618,27
