poi,month,year,userdays,daysinmonth
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,4,2021,113474.95635972,30
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,5,2021,152454.330486912,31
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,6,2021,184445.998718136,30
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,7,2021,182311.05642662398,31
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,8,2021,183513.981539784,31
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,9,2021,164665.50164928,30
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,10,2020,378773.904229032,31
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,11,2020,221865.995734176,30
Humboldt-Toiyabe National Forest -  Spring Mountains NRA,12,2020,227444.563830936,31
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,1,2021,13376953.664049216,31
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,2,2021,1670046.001269936,28
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,3,2021,1854480.399212664,31
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,4,2021,14602671.302144855,30
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,5,2021,17978097.578964625,31
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,6,2021,18438855.432950087,30
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,7,2021,18789205.146102216,31
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,8,2021,19125269.09298192,31
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,9,2021,18177253.16614488,30
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,10,2020,33126122.867143873,31
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,11,2020,21232322.46201132,30
Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,12,2020,21736657.48527091,31
Inyo National Forest,1,2021,1749432.795391008,31
Inyo National Forest,2,2021,121383.868402896,28
Inyo National Forest,3,2021,136205.34048228,31
Inyo National Forest,4,2021,1567925.6980998002,30
Inyo National Forest,5,2021,1817465.754112056,31
Inyo National Forest,6,2021,2325994.936235832,30
Inyo National Forest,7,2021,2749115.345124192,31
Inyo National Forest,8,2021,2384750.744299176,31
Inyo National Forest,9,2021,1768522.434053184,30
Inyo National Forest,10,2020,4646420.372198184,31
Inyo National Forest,11,2020,3368197.8737808717,30
Inyo National Forest,12,2020,3777499.6274368563,31
Lolo National Forest,1,2021,247734.808647144,31
Lolo National Forest,2,2021,29476.198878912,28
Lolo National Forest,3,2021,33387.197917848,31
Lolo National Forest,4,2021,214789.424864208,30
Lolo National Forest,5,2021,374594.60791041603,31
Lolo National Forest,6,2021,500000.139891216,30
Lolo National Forest,7,2021,516292.353959952,31
Lolo National Forest,8,2021,470914.395895488,31
Lolo National Forest,9,2021,361134.780270912,30
Lolo National Forest,10,2020,526029.158612304,31
Lolo National Forest,11,2020,405420.215989512,30
Lolo National Forest,12,2020,311114.915377224,31
Manti-La Sal National Forest,1,2021,28789.43653968,31
Manti-La Sal National Forest,2,2021,3472.904811072,28
Manti-La Sal National Forest,3,2021,3791.00406816,31
Manti-La Sal National Forest,4,2021,42072.925571544,30
Manti-La Sal National Forest,5,2021,114529.82440668,31
Manti-La Sal National Forest,6,2021,155541.108182328,30
Manti-La Sal National Forest,7,2021,146226.896010048,31
Manti-La Sal National Forest,8,2021,124587.502816608,31
Manti-La Sal National Forest,9,2021,116553.75866877599,30
Manti-La Sal National Forest,10,2020,248392.514401584,31
Manti-La Sal National Forest,11,2020,65636.42977776,30
Manti-La Sal National Forest,12,2020,45261.492472272,31
Modoc National Forest,1,2021,45487.424838768,30
Modoc National Forest,2,2021,2223.28259928,28
Modoc National Forest,3,2021,2266.496176488,30
Modoc National Forest,4,2021,45678.45444216,30
Modoc National Forest,5,2021,45131.287678464,31
Modoc National Forest,6,2021,66812.98010817601,30
Modoc National Forest,7,2021,59225.037585239996,31
Modoc National Forest,8,2021,48955.803421416,31
Modoc National Forest,9,2021,51070.069324824,30
Modoc National Forest,10,2020,156720.96983016,31
Modoc National Forest,11,2020,58561.714101432,30
Modoc National Forest,12,2020,61991.128245336,30
Mt. Hood National Forest,1,2021,508270.6178532,31
Mt. Hood National Forest,2,2021,44266.885903368,28
Mt. Hood National Forest,3,2021,42021.00934896,31
Mt. Hood National Forest,4,2021,146265.454696824,30
Mt. Hood National Forest,5,2021,182083.183107864,31
Mt. Hood National Forest,6,2021,286605.925644936,30
Mt. Hood National Forest,7,2021,338599.342824048,31
Mt. Hood National Forest,8,2021,296618.337625992,31
Mt. Hood National Forest,9,2021,198927.191443872,30
Mt. Hood National Forest,10,2020,277378.923553296,31
Mt. Hood National Forest,11,2020,246110.947046088,30
Mt. Hood National Forest,12,2020,630414.572637984,31
National Forests in Florida,1,2021,1612420.7329760639,31
National Forests in Florida,2,2021,217495.258734624,28
National Forests in Florida,3,2021,252821.23197648,31
National Forests in Florida,4,2021,1454059.03454508,30
National Forests in Florida,5,2021,1912613.22228336,31
National Forests in Florida,6,2021,2057222.101444752,30
National Forests in Florida,7,2021,2198686.651798272,31
National Forests in Florida,8,2021,2263889.1159793683,31
National Forests in Florida,9,2021,1936200.9571679519,30
National Forests in Florida,10,2020,2619110.504371752,31
National Forests in Florida,11,2020,2260656.38191464,30
National Forests in Florida,12,2020,2054644.635521616,31
Nez Perce-Clearwater National Forest,1,2021,29556.46463784,31
Nez Perce-Clearwater National Forest,2,2021,3847.5543914639998,28
Nez Perce-Clearwater National Forest,3,2021,3808.199163624,31
Nez Perce-Clearwater National Forest,4,2021,23714.027293056,30
Nez Perce-Clearwater National Forest,5,2021,52479.019110384,31
Nez Perce-Clearwater National Forest,6,2021,77266.267274544,30
Nez Perce-Clearwater National Forest,7,2021,76420.15231392,31
Nez Perce-Clearwater National Forest,8,2021,58807.206332951995,31
Nez Perce-Clearwater National Forest,9,2021,52618.339179048,30
Nez Perce-Clearwater National Forest,10,2020,136574.902061736,31
Nez Perce-Clearwater National Forest,11,2020,59461.914833112,30
Nez Perce-Clearwater National Forest,12,2020,33102.358495704,31
Pike and San Isabel National Forests,1,2021,1243766.78256084,31
Pike and San Isabel National Forests,2,2021,154011.925073544,28
Pike and San Isabel National Forests,3,2021,187425.54175367998,31
Pike and San Isabel National Forests,4,2021,1195121.699266512,30
Pike and San Isabel National Forests,5,2021,1847576.448656112,31
Pike and San Isabel National Forests,6,2021,2521407.70242528,30
Pike and San Isabel National Forests,7,2021,2675725.98446688,31
Pike and San Isabel National Forests,8,2021,2323974.269446128,31
Pike and San Isabel National Forests,9,2021,1943544.772412568,30
Pike and San Isabel National Forests,10,2020,2827741.897947312,31
Pike and San Isabel National Forests,11,2020,1672534.927310016,30
Pike and San Isabel National Forests,12,2020,1611051.746021112,31
San Juan National Forest,1,2021,563148.93817716,31
San Juan National Forest,2,2021,63761.38683384,28
San Juan National Forest,3,2021,86906.24209308,31
San Juan National Forest,4,2021,399661.754132496,30
San Juan National Forest,5,2021,749098.2633952079,31
San Juan National Forest,6,2021,1062674.980552296,30
San Juan National Forest,7,2021,1143965.955878376,31
San Juan National Forest,8,2021,942965.1784878239,31
San Juan National Forest,9,2021,781766.362855152,30
San Juan National Forest,10,2020,1265320.656032136,31
San Juan National Forest,11,2020,621643.2707121599,30
San Juan National Forest,12,2020,771870.519643128,31
Sequoia National Forest,1,2021,361284.814639512,31
Sequoia National Forest,2,2021,13992.40335864,28
Sequoia National Forest,3,2021,16551.645751175998,31
Sequoia National Forest,4,2021,385106.721249096,30
Sequoia National Forest,5,2021,504118.872217536,31
Sequoia National Forest,6,2021,546264.199146312,30
Sequoia National Forest,7,2021,553685.322610128,31
Sequoia National Forest,8,2021,549453.035316432,31
Sequoia National Forest,9,2021,454897.418507544,30
Sequoia National Forest,10,2020,757718.199818976,31
Sequoia National Forest,11,2020,556036.683904704,30
Sequoia National Forest,12,2020,560675.183520744,31
Superior National Forest,1,2021,909111.14618376,31
Superior National Forest,2,2021,92569.80091279201,28
Superior National Forest,3,2021,104175.835970664,31
Superior National Forest,4,2021,860024.986205904,30
Superior National Forest,5,2021,1579028.016261936,31
Superior National Forest,6,2021,2092209.812263536,30
Superior National Forest,7,2021,2339323.020368136,31
Superior National Forest,8,2021,2198757.411876984,31
Superior National Forest,9,2021,1636534.822150152,30
Superior National Forest,10,2020,2288260.021823736,31
Superior National Forest,11,2020,1368396.5945328001,30
Superior National Forest,12,2020,1214711.647383264,31
Tongass National Forest-Sitka and Hoonah,1,2021,36702.081473207996,31
Tongass National Forest-Sitka and Hoonah,2,2021,4276.250155799999,28
Tongass National Forest-Sitka and Hoonah,3,2021,6382.552373256,31
Tongass National Forest-Sitka and Hoonah,4,2021,50239.664838888006,30
Tongass National Forest-Sitka and Hoonah,5,2021,83571.55652112,31
Tongass National Forest-Sitka and Hoonah,6,2021,79475.88114228,30
Tongass National Forest-Sitka and Hoonah,7,2021,98185.81628217599,31
Tongass National Forest-Sitka and Hoonah,8,2021,111825.598520376,31
Tongass National Forest-Sitka and Hoonah,9,2021,82023.66471624,30
Tongass National Forest-Sitka and Hoonah,10,2020,85944.29002761602,31
Tongass National Forest-Sitka and Hoonah,11,2020,55073.346444336,30
Tongass National Forest-Sitka and Hoonah,12,2020,55538.566744896,31
Ashley National Forest,1,2022,94841.219630616,31
Ashley National Forest,2,2022,29646.96349176,19
Ashley National Forest,3,2022,40123.010218704,31
Ashley National Forest,4,2022,102487.068299688,30
Ashley National Forest,5,2022,232603.725362664,31
Ashley National Forest,6,2022,154793.87373504,30
Ashley National Forest,7,2022,146370.295179648,31
Ashley National Forest,8,2022,106528.794241368,31
Ashley National Forest,9,2022,90885.713532456,30
Ashley National Forest,10,2021,109273.203930744,31
Ashley National Forest,11,2021,45109.83157704,30
Ashley National Forest,12,2021,34285.702648272,31
Bitterroot National Forest,1,2022,27553.161195552002,18
Bitterroot National Forest,2,2022,33827.282241672,24
Bitterroot National Forest,3,2022,41354.822139672,31
Bitterroot National Forest,4,2022,96316.337171832,30
Bitterroot National Forest,5,2022,169917.11086156798,31
Bitterroot National Forest,6,2022,108067.770777144,30
Bitterroot National Forest,7,2022,92770.863837648,31
Bitterroot National Forest,8,2022,93142.38659267999,31
Bitterroot National Forest,9,2022,73542.800953368,30
Bitterroot National Forest,10,2021,48686.800056168,31
Bitterroot National Forest,11,2021,45763.25978664,30
Bitterroot National Forest,12,2021,38462.400967968,31
Cherokee National Forest,1,2022,5101072.20175716,31
Cherokee National Forest,2,2022,4077819.6133388397,28
Cherokee National Forest,3,2022,5134210.213966079,31
Cherokee National Forest,4,2022,10997727.627682775,30
Cherokee National Forest,5,2022,17225473.16346602,31
Cherokee National Forest,6,2022,8622654.417596472,30
Cherokee National Forest,7,2022,7836199.824083809,31
Cherokee National Forest,8,2022,6419665.710687792,31
Cherokee National Forest,9,2022,6074967.763740288,30
Cherokee National Forest,10,2021,3568684.141339608,31
Cherokee National Forest,11,2021,3755453.460730536,30
Cherokee National Forest,12,2021,4614140.2684315685,31
Coronado National Forest,1,2022,518455.412899704,31
Coronado National Forest,2,2022,445553.431090824,28
Coronado National Forest,3,2022,484728.899340816,31
Coronado National Forest,4,2022,956815.753052016,30
Coronado National Forest,5,2022,1298656.155336864,31
Coronado National Forest,6,2022,715603.327670208,30
Coronado National Forest,7,2022,708890.1813634799,31
Coronado National Forest,8,2022,574645.427692896,31
Coronado National Forest,9,2022,580012.738299168,30
Coronado National Forest,10,2021,381307.60246584,31
Coronado National Forest,11,2021,378328.136772216,30
Coronado National Forest,12,2021,387352.727504856,31
Daniel Boone National Forest,1,2022,6153531.732985536,31
Daniel Boone National Forest,2,2022,5777832.59483544,28
Daniel Boone National Forest,3,2022,6680840.992507297,31
Daniel Boone National Forest,4,2022,18987952.34773572,30
Daniel Boone National Forest,5,2022,29516379.53462239,31
Daniel Boone National Forest,6,2022,11101878.28650367,30
Daniel Boone National Forest,7,2022,10266325.828592207,31
Daniel Boone National Forest,8,2022,9147271.198043663,31
Daniel Boone National Forest,9,2022,8030643.328735081,30
Daniel Boone National Forest,10,2021,4965914.659684128,31
Daniel Boone National Forest,11,2021,5259997.105435848,30
Daniel Boone National Forest,12,2021,6143563.231474584,31
Eldorado National Forest,1,2022,360348.849323232,31
Eldorado National Forest,2,2022,342900.654983328,28
Eldorado National Forest,3,2022,323984.81135808,31
Eldorado National Forest,4,2022,828714.400787472,30
Eldorado National Forest,5,2022,1010553.6036714481,31
Eldorado National Forest,6,2022,400344.045632976,30
Eldorado National Forest,7,2022,485332.758091536,31
Eldorado National Forest,8,2022,430274.946707808,31
Eldorado National Forest,9,2022,460720.47152316,30
Eldorado National Forest,10,2021,339711.901098384,31
Eldorado National Forest,11,2021,229054.383383376,30
Eldorado National Forest,12,2021,301635.77554516797,31
Hiawatha National Forest,1,2022,810493.175654952,31
Hiawatha National Forest,2,2022,774752.192874984,28
Hiawatha National Forest,3,2022,829602.6718819919,31
Hiawatha National Forest,4,2022,1472643.837355752,30
Hiawatha National Forest,5,2022,2355022.772449944,31
Hiawatha National Forest,6,2022,1717977.742244064,30
Hiawatha National Forest,7,2022,1711761.585942408,31
Hiawatha National Forest,8,2022,1469136.67830108,31
Hiawatha National Forest,9,2022,1414341.935010984,30
Hiawatha National Forest,10,2021,738231.2922323999,31
Hiawatha National Forest,11,2021,670948.056672096,30
Hiawatha National Forest,12,2021,719894.564700624,31
Huron-Manistee National Forest,1,2022,4826969.175659928,31
Huron-Manistee National Forest,2,2022,4535903.623005144,28
Huron-Manistee National Forest,3,2022,4700761.443575376,31
Huron-Manistee National Forest,4,2022,10585650.288661895,30
Huron-Manistee National Forest,5,2022,15905680.228472926,31
Huron-Manistee National Forest,6,2022,9383852.033366928,30
Huron-Manistee National Forest,7,2022,8608411.511151887,31
Huron-Manistee National Forest,8,2022,6940544.664840625,31
Huron-Manistee National Forest,9,2022,7005370.270453008,30
Huron-Manistee National Forest,10,2021,4041282.7482166565,31
Huron-Manistee National Forest,11,2021,4079407.517460696,30
Huron-Manistee National Forest,12,2021,4260926.834905536,31
Kootenai National Forest,1,2022,244665.82157148,31
Kootenai National Forest,2,2022,193804.134981024,28
Kootenai National Forest,3,2022,252452.970249624,31
Kootenai National Forest,4,2022,660198.91848312,30
Kootenai National Forest,5,2022,1183905.486104424,31
Kootenai National Forest,6,2022,687242.832514224,30
Kootenai National Forest,7,2022,592754.44656264,31
Kootenai National Forest,8,2022,553545.471544296,31
Kootenai National Forest,9,2022,515954.78923689603,30
Kootenai National Forest,10,2021,199447.38208502397,31
Kootenai National Forest,11,2021,207846.892630704,30
Kootenai National Forest,12,2021,243691.854529368,31
Land Between the Lakes National Recreation Area,1,2022,21324.646238472,26
Land Between the Lakes National Recreation Area,2,2022,31547.487491616,25
Land Between the Lakes National Recreation Area,3,2022,67103.34064883999,31
Land Between the Lakes National Recreation Area,4,2022,164178.577451544,30
Land Between the Lakes National Recreation Area,5,2022,160487.757428088,31
Land Between the Lakes National Recreation Area,6,2022,122452.34001,30
Land Between the Lakes National Recreation Area,7,2022,141318.245731752,31
Land Between the Lakes National Recreation Area,8,2022,72373.857908784,31
Land Between the Lakes National Recreation Area,9,2022,55730.796596616,30
Land Between the Lakes National Recreation Area,10,2021,140416.42915432798,31
Land Between the Lakes National Recreation Area,11,2021,68586.185157624,30
Land Between the Lakes National Recreation Area,12,2021,41011.182540144,31
Lewis and Clark National Forest,1,2022,50353.009720008,22
Lewis and Clark National Forest,2,2022,46860.670112112,22
Lewis and Clark National Forest,3,2022,36964.137807936,31
Lewis and Clark National Forest,4,2022,47785.170815544,30
Lewis and Clark National Forest,5,2022,110467.21162672799,31
Lewis and Clark National Forest,6,2022,55084.129084680004,30
Lewis and Clark National Forest,7,2022,47892.29763852,31
Lewis and Clark National Forest,8,2022,42865.407653136,31
Lewis and Clark National Forest,9,2022,38545.290100535996,30
Lewis and Clark National Forest,10,2021,36193.416379632,31
Lewis and Clark National Forest,11,2021,36272.257011024,30
Lewis and Clark National Forest,12,2021,32626.8343398,31
Ottawa National Forest,1,2022,337790.678691624,31
Ottawa National Forest,2,2022,466207.768400304,28
Ottawa National Forest,3,2022,466392.324697392,31
Ottawa National Forest,4,2022,733389.6781722959,30
Ottawa National Forest,5,2022,1106186.157935136,31
Ottawa National Forest,6,2022,833327.4461623679,30
Ottawa National Forest,7,2022,762750.885672192,31
Ottawa National Forest,8,2022,691072.5755387039,31
Ottawa National Forest,9,2022,693704.776451904,30
Ottawa National Forest,10,2021,398920.38486624,31
Ottawa National Forest,11,2021,340541.20596828,30
Ottawa National Forest,12,2021,373292.600962704,31
Prescott National Forest,1,2022,1429863.560844624,31
Prescott National Forest,2,2022,1141649.9588510399,28
Prescott National Forest,3,2022,1521093.847191408,31
Prescott National Forest,4,2022,3346766.88763452,30
Prescott National Forest,5,2022,4185125.242473816,31
Prescott National Forest,6,2022,2410759.925282232,30
Prescott National Forest,7,2022,2247747.529343928,31
Prescott National Forest,8,2022,1750702.678312776,31
Prescott National Forest,9,2022,1852449.8985380158,30
Prescott National Forest,10,2021,1234299.574114704,31
Prescott National Forest,11,2021,1107811.401356784,30
Prescott National Forest,12,2021,1256992.311617328,31
Rogue River-Siskiyou National Forests,1,2022,148805.566130736,31
Rogue River-Siskiyou National Forests,2,2022,74479.222215984,27
Rogue River-Siskiyou National Forests,3,2022,83266.431938928,31
Rogue River-Siskiyou National Forests,4,2022,252178.14590236798,30
Rogue River-Siskiyou National Forests,5,2022,469228.538981016,31
Rogue River-Siskiyou National Forests,6,2022,220544.423454264,30
Rogue River-Siskiyou National Forests,7,2022,181382.90118012,31
Rogue River-Siskiyou National Forests,8,2022,160530.201958704,31
Rogue River-Siskiyou National Forests,9,2022,176056.279918656,30
Rogue River-Siskiyou National Forests,10,2021,114037.647725448,31
Rogue River-Siskiyou National Forests,11,2021,80586.475891896,30
Rogue River-Siskiyou National Forests,12,2021,95651.39439432,31
Routt National Forest,1,2022,230735.606783352,31
Routt National Forest,2,2022,262302.697377552,28
Routt National Forest,3,2022,246230.415844008,31
Routt National Forest,4,2022,225824.713563888,30
Routt National Forest,5,2022,250180.42376709598,31
Routt National Forest,6,2022,184915.998573768,30
Routt National Forest,7,2022,210568.94989632,31
Routt National Forest,8,2022,193686.864739752,31
Routt National Forest,9,2022,236102.891440008,30
Routt National Forest,10,2021,123862.284399624,31
Routt National Forest,11,2021,103599.34694376,30
Routt National Forest,12,2021,196318.241747688,31
Sierra National Forest,1,2022,706017.6025572959,31
Sierra National Forest,2,2022,691800.318407568,28
Sierra National Forest,3,2022,766997.288962272,31
Sierra National Forest,4,2022,2642063.81977908,30
Sierra National Forest,5,2022,3441044.883642,31
Sierra National Forest,6,2022,1499545.295835408,30
Sierra National Forest,7,2022,1537957.961573376,31
Sierra National Forest,8,2022,1388429.298295608,31
Sierra National Forest,9,2022,1352301.5443748638,30
Sierra National Forest,10,2021,1074361.981837392,31
Sierra National Forest,11,2021,657019.877092272,30
Sierra National Forest,12,2021,849830.360828616,31
Siuslaw National Forest,1,2022,286449.905004648,31
Siuslaw National Forest,2,2022,249197.29506196798,28
Siuslaw National Forest,3,2022,298808.741795592,31
Siuslaw National Forest,4,2022,706294.7121529679,30
Siuslaw National Forest,5,2022,980431.800382248,31
Siuslaw National Forest,6,2022,529224.875525736,30
Siuslaw National Forest,7,2022,486561.496719024,31
Siuslaw National Forest,8,2022,391254.862611768,31
Siuslaw National Forest,9,2022,408575.237416944,30
Siuslaw National Forest,10,2021,177765.502618704,31
Siuslaw National Forest,11,2021,194103.22709028,30
Siuslaw National Forest,12,2021,182361.662159616,31
Stanislaus National Forest,1,2022,866365.336619256,31
Stanislaus National Forest,2,2022,937596.07392708,28
Stanislaus National Forest,3,2022,839923.320235512,31
Stanislaus National Forest,4,2022,2379046.3137595197,30
Stanislaus National Forest,5,2022,3344991.465981504,31
Stanislaus National Forest,6,2022,1487444.782287768,30
Stanislaus National Forest,7,2022,1461482.9145984,31
Stanislaus National Forest,8,2022,1298802.939291624,31
Stanislaus National Forest,9,2022,1353897.731286768,30
Stanislaus National Forest,10,2021,1141992.68061636,31
Stanislaus National Forest,11,2021,660786.0932010959,30
Stanislaus National Forest,12,2021,858636.382144128,31
Tongass National Forest-Yakutat Petersburg and Wrangell,1,2022,29741.192008968,16
Tongass National Forest-Yakutat Petersburg and Wrangell,2,2022,1507.925189304,2
Tongass National Forest-Yakutat Petersburg and Wrangell,3,2022,22377.163218504,31
Tongass National Forest-Yakutat Petersburg and Wrangell,4,2022,65608.211820384,30
Tongass National Forest-Yakutat Petersburg and Wrangell,5,2022,77781.271515504,31
Tongass National Forest-Yakutat Petersburg and Wrangell,6,2022,48584.310839928,30
Tongass National Forest-Yakutat Petersburg and Wrangell,7,2022,80723.741711304,31
Tongass National Forest-Yakutat Petersburg and Wrangell,8,2022,63908.333158488,31
Tongass National Forest-Yakutat Petersburg and Wrangell,9,2022,133575.872890872,30
Tongass National Forest-Yakutat Petersburg and Wrangell,10,2021,30446.662635072,31
Tongass National Forest-Yakutat Petersburg and Wrangell,11,2021,51580.43149439999,30
Tongass National Forest-Yakutat Petersburg and Wrangell,12,2021,40294.82357496,31
Uinta-Wasatch-Cache National Forest,1,2022,2507022.8044482,31
Uinta-Wasatch-Cache National Forest,2,2022,2169078.969655968,28
Uinta-Wasatch-Cache National Forest,3,2022,2718772.587965904,31
Uinta-Wasatch-Cache National Forest,4,2022,7268437.333074168,30
Uinta-Wasatch-Cache National Forest,5,2022,8959526.787714431,31
Uinta-Wasatch-Cache National Forest,6,2022,3435905.682577272,30
Uinta-Wasatch-Cache National Forest,7,2022,3281232.382108824,31
Uinta-Wasatch-Cache National Forest,8,2022,2803262.670368544,31
Uinta-Wasatch-Cache National Forest,9,2022,3056255.760683352,30
Uinta-Wasatch-Cache National Forest,10,2021,1968079.110323352,31
Uinta-Wasatch-Cache National Forest,11,2021,1572488.828915376,30
Uinta-Wasatch-Cache National Forest,12,2021,2585449.553280912,31
Umpqua National Forest,1,2022,46667.545641503995,27
Umpqua National Forest,2,2022,19980.677767655998,21
Umpqua National Forest,3,2022,23812.168570848,31
Umpqua National Forest,4,2022,53179.737486144,30
Umpqua National Forest,5,2022,127754.731132584,31
Umpqua National Forest,6,2022,70119.79920936,30
Umpqua National Forest,7,2022,59611.504641432,31
Umpqua National Forest,8,2022,53935.697384904,31
Umpqua National Forest,9,2022,56946.403725792,30
Umpqua National Forest,10,2021,60190.285072104,31
Umpqua National Forest,11,2021,66667.813072488,30
Umpqua National Forest,12,2021,61791.119103432,31
White River National Forest,1,2022,8194007.239872336,31
White River National Forest,2,2022,8105359.90352748,28
White River National Forest,3,2022,10410917.248974863,31
White River National Forest,4,2022,17764420.758244656,30
White River National Forest,5,2022,22277320.765873443,31
White River National Forest,6,2022,10728492.370897416,30
White River National Forest,7,2022,11672837.121186577,31
White River National Forest,8,2022,9928425.267275399,31
White River National Forest,9,2022,11018659.975263048,30
White River National Forest,10,2021,5094181.591679281,31
White River National Forest,11,2021,5360516.1171132,30
White River National Forest,12,2021,8026605.8787169205,31
Willamette National Forest,1,2022,151081.167044208,31
Willamette National Forest,2,2022,129150.751555248,28
Willamette National Forest,3,2022,111124.288633272,31
Willamette National Forest,4,2022,281755.3985346,30
Willamette National Forest,5,2022,441459.87037912797,31
Willamette National Forest,6,2022,205302.93569904,30
Willamette National Forest,7,2022,162251.507492952,31
Willamette National Forest,8,2022,148851.339949224,31
Willamette National Forest,9,2022,165476.392413384,30
Willamette National Forest,10,2021,98133.95832516,31
Willamette National Forest,11,2021,83388.601659144,30
Willamette National Forest,12,2021,141408.21563745599,31
