siteid,month,tmean_celsius
NAT_032,3/1/20,5.8196716
NAT_032,4/1/20,7.4110107
NAT_032,5/1/20,13.926025
NAT_032,6/1/20,20.754608
NAT_032,7/1/20,24.597382
NAT_032,8/1/20,22.302338
NAT_032,9/1/20,18.623413
NAT_032,10/1/20,12.034119
NAT_032,11/1/20,8.1241455
NAT_032,12/1/20,0.7922363
NAT_032,1/1/21,-1.1963196
NAT_032,2/1/21,-3.7919617
NAT_032,3/1/21,6.0177
NAT_032,4/1/21,10.0372925
NAT_032,5/1/21,14.517792
NAT_032,6/1/21,21.681122
NAT_032,7/1/21,22.150269
NAT_032,8/1/21,23.264221
NAT_032,9/1/21,19.419067
NAT_032,10/1/21,15.5173645
NAT_032,11/1/21,4.9721375
NAT_032,12/1/21,4.004364
NAT_032,1/1/22,-4.779785
NAT_032,2/1/22,-1.8764648
NAT_032,3/1/22,4.63739
NAT_032,4/1/22,8.375244
NAT_032,5/1/22,16.844666
NAT_032,6/1/22,20.747559
NAT_032,7/1/22,23.151031
NAT_032,8/1/22,22.163239
NAT_032,9/1/22,18.377045
NAT_032,10/1/22,11.429413
NAT_032,11/1/22,6.767395
NAT_032,12/1/22,0.11917114
NAT_033,1/1/18,-3.1448364
NAT_033,2/1/18,-0.9664612
NAT_033,3/1/18,1.4688721
NAT_033,4/1/18,4.040924
NAT_033,5/1/18,16.625397
NAT_033,6/1/18,20.921997
NAT_033,7/1/18,23.055573
NAT_033,8/1/18,23.3031
NAT_033,9/1/18,20.40805
NAT_033,10/1/18,12.085999
NAT_033,11/1/18,2.7372131
NAT_033,12/1/18,1.5336914
NAT_033,1/1/19,-4.188019
NAT_033,2/1/19,-2.0238342
NAT_033,3/1/19,0.9667053
NAT_033,4/1/19,7.979187
NAT_033,5/1/19,13.501678
NAT_033,6/1/19,18.468994
NAT_033,7/1/19,23.585999
NAT_033,8/1/19,22.175018
NAT_033,9/1/19,20.698029
NAT_033,10/1/19,12.269867
NAT_033,11/1/19,2.6523438
NAT_033,12/1/19,1.979248
NAT_033,1/1/20,0.15219116
NAT_033,2/1/20,-1.1232605
NAT_033,3/1/20,4.0739136
NAT_033,4/1/20,6.7426453
NAT_033,5/1/20,13.018402
NAT_033,6/1/20,20.969147
NAT_033,7/1/20,24.432373
NAT_033,8/1/20,23.197021
NAT_033,9/1/20,18.763702
NAT_033,10/1/20,11.464783
NAT_033,11/1/20,8.074646
NAT_033,12/1/20,1.2944031
NAT_033,1/1/21,-0.9193115
NAT_033,2/1/21,-4.943634
NAT_033,3/1/21,4.983917
NAT_033,4/1/21,8.622772
NAT_033,5/1/21,13.916595
NAT_033,6/1/21,21.539673
NAT_033,7/1/21,22.310577
NAT_033,8/1/21,23.808807
NAT_033,9/1/21,20.62497
NAT_033,10/1/21,15.454895
NAT_033,11/1/21,5.5803833
NAT_033,12/1/21,3.7933655
NAT_033,1/1/22,-4.7573853
NAT_033,2/1/22,-2.7192993
NAT_033,3/1/22,3.18161
NAT_033,4/1/22,7.131653
NAT_033,5/1/22,15.278076
NAT_033,6/1/22,20.806488
NAT_033,7/1/22,23.47403
NAT_033,8/1/22,22.898804
NAT_033,9/1/22,19.515747
NAT_033,10/1/22,12.3229065
NAT_033,11/1/22,6.4408875
NAT_033,12/1/22,-0.30871582
NAT_034,1/1/18,-1.2552795
NAT_034,2/1/18,3.19693
NAT_034,3/1/18,6.155609
NAT_034,4/1/18,9.543396
NAT_034,5/1/18,23.36203
NAT_034,6/1/18,26.456299
NAT_034,7/1/18,26.446869
NAT_034,8/1/18,25.670074
NAT_034,9/1/18,23.200562
NAT_034,10/1/18,15.030548
NAT_034,11/1/18,3.644867
NAT_034,12/1/18,3.3855286
NAT_034,1/1/19,-0.6517334
NAT_034,2/1/19,1.6680603
NAT_034,3/1/19,5.2691956
NAT_034,4/1/19,14.053345
NAT_034,5/1/19,19.671326
NAT_034,6/1/19,23.050842
NAT_034,7/1/19,26.506989
NAT_034,8/1/19,25.448456
NAT_034,9/1/19,24.80484
NAT_034,10/1/19,14.179474
NAT_034,11/1/19,4.736389
NAT_034,12/1/19,3.5281677
NAT_034,1/1/20,1.7765198
NAT_034,2/1/20,1.9403687
NAT_034,3/1/20,9.676605
NAT_034,4/1/20,11.959869
NAT_034,5/1/20,17.52481
NAT_034,6/1/20,24.70111
NAT_034,7/1/20,26.789886
NAT_034,8/1/20,24.169495
NAT_034,9/1/20,21.308624
NAT_034,10/1/20,13.495789
NAT_034,11/1/20,10.110382
NAT_034,12/1/20,2.591034
NAT_034,1/1/21,0.997345
NAT_034,2/1/21,-3.1955261
NAT_034,3/1/21,10.030212
NAT_034,4/1/21,12.833313
NAT_034,5/1/21,17.480011
NAT_034,6/1/21,24.93686
NAT_034,7/1/21,25.613495
NAT_034,8/1/21,26.22879
NAT_034,9/1/21,22.884644
NAT_034,10/1/21,17.133453
NAT_034,11/1/21,7.4357605
NAT_034,12/1/21,7.311981
NAT_034,1/1/22,-1.9224548
NAT_034,2/1/22,0.21820068
NAT_034,3/1/22,8.292725
NAT_034,4/1/22,12.592865
NAT_034,5/1/22,19.788025
NAT_034,6/1/22,25.433136
NAT_034,7/1/22,27.286163
NAT_034,8/1/22,25.219788
NAT_034,9/1/22,21.356964
NAT_034,10/1/22,14.279663
NAT_034,11/1/22,7.4404907
NAT_034,12/1/22,1.4559021
NAT_035,1/1/18,-3.0411072
NAT_035,2/1/18,-8.46106
NAT_035,3/1/18,0.10974121
NAT_035,4/1/18,2.469635
NAT_035,5/1/18,13.494598
NAT_035,6/1/18,18.008087
NAT_035,7/1/18,20.002563
NAT_035,8/1/18,18.516144
NAT_035,9/1/18,14.848999
NAT_035,10/1/18,5.5839233
NAT_035,11/1/18,0.008361816
NAT_035,12/1/18,-3.214386
NAT_035,1/1/19,-3.2438354
NAT_035,2/1/19,-10.831543
NAT_035,3/1/19,-3.1966858
NAT_035,4/1/19,4.66214
NAT_035,5/1/19,6.687256
NAT_035,6/1/19,16.19635
NAT_035,7/1/19,20.173492
NAT_035,8/1/19,19.03363
NAT_035,9/1/19,16.21402
NAT_035,10/1/19,2.9163818
NAT_035,11/1/19,-0.14486694
NAT_035,12/1/19,-1.732666
NAT_035,1/1/20,-2.3986816
NAT_035,2/1/20,-3.6729126
NAT_035,3/1/20,1.5383911
NAT_035,4/1/20,3.5116577
NAT_035,5/1/20,10.599579
NAT_035,6/1/20,18.869781
NAT_035,7/1/20,21.150696
NAT_035,8/1/20,21.790741
NAT_035,9/1/20,15.401855
NAT_035,10/1/20,5.1348267
NAT_035,11/1/20,4.0975037
NAT_035,12/1/20,-0.04937744
NAT_035,1/1/21,-1.7055664
NAT_035,2/1/21,-9.393463
NAT_035,3/1/21,1.71875
NAT_035,4/1/21,4.294342
NAT_035,5/1/21,10.229431
NAT_035,6/1/21,20.213562
NAT_035,7/1/21,22.416687
NAT_035,8/1/21,20.991547
NAT_035,9/1/21,17.48825
NAT_035,10/1/21,8.93515
NAT_035,11/1/21,4.085724
NAT_035,12/1/21,-1.7774658
NAT_035,1/1/22,-2.5047607
NAT_035,2/1/22,-4.4709473
NAT_035,3/1/22,1.1871338
NAT_035,4/1/22,3.046051
NAT_035,5/1/22,10.204681
NAT_035,6/1/22,17.153503
NAT_035,7/1/22,21.575043
NAT_035,8/1/22,21.220245
NAT_035,9/1/22,17.749939
NAT_035,10/1/22,8.661682
NAT_035,11/1/22,-1.0230408
NAT_035,12/1/22,-5.9620667
NAT_036,1/1/18,15.319336
NAT_036,2/1/18,20.939697
NAT_036,3/1/18,18.493744
NAT_036,4/1/18,21.91217
NAT_036,5/1/18,24.154175
NAT_036,6/1/18,26.28537
NAT_036,7/1/18,26.982025
NAT_036,8/1/18,26.986755
NAT_036,9/1/18,27.217773
NAT_036,10/1/18,25.472046
NAT_036,11/1/18,21.687012
NAT_036,12/1/18,18.448944
NAT_036,1/1/19,17.120483
NAT_036,2/1/19,19.593536
NAT_036,3/1/19,19.628906
NAT_036,4/1/19,22.721985
NAT_036,5/1/19,25.261047
NAT_036,6/1/19,26.912476
NAT_036,7/1/19,27.281433
NAT_036,8/1/19,27.180054
NAT_036,9/1/19,27.122314
NAT_036,10/1/19,25.799744
NAT_036,11/1/19,20.972687
NAT_036,12/1/19,20.040283
NAT_036,1/1/20,18.688232
NAT_036,2/1/20,18.876862
NAT_036,3/1/20,22.09253
NAT_036,4/1/20,23.47757
NAT_036,5/1/20,24.301514
NAT_036,6/1/20,26.33017
NAT_036,7/1/20,27.595001
NAT_036,8/1/20,27.81894
NAT_036,9/1/20,26.886566
NAT_036,10/1/20,25.785583
NAT_036,11/1/20,23.197021
NAT_036,12/1/20,17.067444
NAT_036,1/1/21,16.984924
NAT_036,2/1/21,18.95465
NAT_036,3/1/21,20.58371
NAT_036,4/1/21,21.83789
NAT_036,5/1/21,24.84256
NAT_036,6/1/21,26.30307
NAT_036,7/1/21,26.881836
NAT_036,8/1/21,27.243713
NAT_036,9/1/21,26.136871
NAT_036,10/1/21,24.85791
NAT_036,11/1/21,19.950714
NAT_036,12/1/21,20.49057
NAT_036,1/1/22,16.824615
NAT_036,2/1/22,18.839142
NAT_036,3/1/22,21.273285
NAT_036,4/1/22,22.149109
NAT_036,5/1/22,25.114868
NAT_036,6/1/22,26.833496
NAT_036,7/1/22,27.84961
NAT_036,8/1/22,27.573761
NAT_036,9/1/22,26.443329
NAT_036,10/1/22,23.616669
NAT_036,11/1/22,22.675995
NAT_036,12/1/22,18.797882
NAT_037,1/1/18,1.5419617
NAT_037,2/1/18,3.618042
NAT_037,3/1/18,7.7413635
NAT_037,4/1/18,14.205109
NAT_037,5/1/18,20.244507
NAT_037,6/1/18,26.730957
NAT_037,7/1/18,30.022644
NAT_037,8/1/18,27.770325
NAT_037,9/1/18,23.44693
NAT_037,10/1/18,10.774902
NAT_037,11/1/18,3.7450562
NAT_037,12/1/18,-1.4524231
NAT_037,1/1/19,-3.1825562
NAT_037,2/1/19,-1.2304993
NAT_037,3/1/19,5.213196
NAT_037,4/1/19,13.3508
NAT_037,5/1/19,14.625946
NAT_037,6/1/19,23.3544
NAT_037,7/1/19,28.988892
NAT_037,8/1/19,28.36856
NAT_037,9/1/19,22.80539
NAT_037,10/1/19,10.251251
NAT_037,11/1/19,6.0071106
NAT_037,12/1/19,-0.6564636
NAT_037,1/1/20,-3.6001282
NAT_037,2/1/20,1.2708435
NAT_037,3/1/20,7.7496033
NAT_037,4/1/20,12.907593
NAT_037,5/1/20,20.739594
NAT_037,6/1/20,24.77362
NAT_037,7/1/20,28.471405
NAT_037,8/1/20,29.328064
NAT_037,9/1/20,21.525238
NAT_037,10/1/20,14.846069
NAT_037,11/1/20,6.1400146
NAT_037,12/1/20,-1.1076355
NAT_037,1/1/21,-0.9820862
NAT_037,2/1/21,1.9992981
NAT_037,3/1/21,6.6981506
NAT_037,4/1/21,13.015747
NAT_037,5/1/21,19.313873
NAT_037,6/1/21,27.229858
NAT_037,7/1/21,29.2034
NAT_037,8/1/21,25.864563
NAT_037,9/1/21,21.654907
NAT_037,10/1/21,10.648773
NAT_037,11/1/21,7.817383
NAT_037,12/1/21,2.190277
NAT_037,1/1/22,-1.3705139
NAT_037,2/1/22,0.7801819
NAT_037,3/1/22,6.475952
NAT_037,4/1/22,12.3376465
NAT_037,5/1/22,18.21939
NAT_037,6/1/22,25.303772
NAT_037,7/1/22,28.820618
NAT_037,8/1/22,27.10138
NAT_037,9/1/22,23.072052
NAT_037,10/1/22,12.492676
NAT_037,11/1/22,2.3600159
NAT_037,12/1/22,0.1730957
NAT_038,1/1/18,-3.81839
NAT_038,2/1/18,-3.8921509
NAT_038,3/1/18,-1.5541992
NAT_038,4/1/18,0.5102844
NAT_038,5/1/18,9.382385
NAT_038,6/1/18,14.571045
NAT_038,7/1/18,20.256927
NAT_038,8/1/18,21.295197
NAT_038,9/1/18,17.715057
NAT_038,10/1/18,9.450043
NAT_038,11/1/18,1.4874878
NAT_038,12/1/18,0.2144165
NAT_038,1/1/19,-5.928589
NAT_038,2/1/19,-4.90094
NAT_038,3/1/19,-2.1497192
NAT_038,4/1/19,3.3822327
NAT_038,5/1/19,6.953888
NAT_038,6/1/19,12.182404
NAT_038,7/1/19,18.825928
NAT_038,8/1/19,19.65271
NAT_038,9/1/19,17.217377
NAT_038,10/1/19,10.372772
NAT_038,11/1/19,1.8825989
NAT_038,12/1/19,-0.04562378
NAT_038,1/1/20,-1.1847534
NAT_038,2/1/20,-3.016571
NAT_038,3/1/20,0.9732971
NAT_038,4/1/20,2.9170837
NAT_038,5/1/20,7.765106
NAT_038,6/1/20,14.900848
NAT_038,7/1/20,21.264801
NAT_038,8/1/20,20.80368
NAT_038,9/1/20,15.89267
NAT_038,10/1/20,8.537903
NAT_038,11/1/20,6.3955994
NAT_038,12/1/20,0.57110596
NAT_038,1/1/21,-1.4042664
NAT_038,2/1/21,-5.17984
NAT_038,3/1/21,1.786438
NAT_038,4/1/21,4.8207703
NAT_038,5/1/21,9.372009
NAT_038,6/1/21,16.65866
NAT_038,7/1/21,19.151031
NAT_038,8/1/21,21.59909
NAT_038,9/1/21,17.923004
NAT_038,10/1/21,14.238403
NAT_038,11/1/21,4.990082
NAT_038,12/1/21,0.72198486
NAT_038,1/1/22,-5.439148
NAT_038,2/1/22,-5.216156
NAT_038,3/1/22,-1.1861877
NAT_038,4/1/22,3.3504028
NAT_038,5/1/22,9.916595
NAT_038,6/1/22,14.537811
NAT_038,7/1/22,19.456543
NAT_038,8/1/22,20.49176
NAT_038,9/1/22,17.446991
NAT_038,10/1/22,10.484741
NAT_038,11/1/22,5.18808
NAT_038,12/1/22,-0.3796692
NAT_039,1/1/18,-7.9173584
NAT_039,2/1/18,-13.011627
NAT_039,3/1/18,-4.49411
NAT_039,4/1/18,0.76605225
NAT_039,5/1/18,9.972046
NAT_039,6/1/18,14.017303
NAT_039,7/1/18,18.648315
NAT_039,8/1/18,17.15744
NAT_039,9/1/18,12.061096
NAT_039,10/1/18,2.8536682
NAT_039,11/1/18,-3.64151
NAT_039,12/1/18,-6.7824707
NAT_039,1/1/19,-6.465973
NAT_039,2/1/19,-14.18335
NAT_039,3/1/19,-6.4289246
NAT_039,4/1/19,2.384674
NAT_039,5/1/19,5.27594
NAT_039,6/1/19,12.507996
NAT_039,7/1/19,17.823334
NAT_039,8/1/19,17.730164
NAT_039,9/1/19,12.267456
NAT_039,10/1/19,-0.9270935
NAT_039,11/1/19,-3.4307861
NAT_039,12/1/19,-6.4992065
NAT_039,1/1/20,-5.8455505
NAT_039,2/1/20,-6.536499
NAT_039,3/1/20,-1.9869995
NAT_039,4/1/20,0.666626
NAT_039,5/1/20,8.2872925
NAT_039,6/1/20,14.704041
NAT_039,7/1/20,18.858612
NAT_039,8/1/20,19.756256
NAT_039,9/1/20,13.505157
NAT_039,10/1/20,2.7427979
NAT_039,11/1/20,-1.4489441
NAT_039,12/1/20,-4.4942017
NAT_039,1/1/21,-5.185974
NAT_039,2/1/21,-11.577942
NAT_039,3/1/21,-0.8479614
NAT_039,4/1/21,1.6331482
NAT_039,5/1/21,7.7996826
NAT_039,6/1/21,18.308075
NAT_039,7/1/21,21.805908
NAT_039,8/1/21,18.127838
NAT_039,9/1/21,14.672058
NAT_039,10/1/21,5.4339294
NAT_039,11/1/21,0.6994934
NAT_039,12/1/21,-6.669586
NAT_039,1/1/22,-6.839447
NAT_039,2/1/22,-7.776245
NAT_039,3/1/22,-1.7969666
NAT_039,4/1/22,-1.1656494
NAT_039,5/1/22,6.579712
NAT_039,6/1/22,13.1588745
NAT_039,7/1/22,20.056091
NAT_039,8/1/22,19.89029
NAT_039,9/1/22,15.312225
NAT_039,10/1/22,6.1917725
NAT_039,11/1/22,-6.4512024
NAT_039,12/1/22,-10.956329
NAT_040,1/1/18,-8.16214
NAT_040,2/1/18,-11.320251
NAT_040,3/1/18,-5.778961
NAT_040,4/1/18,-1.3851013
NAT_040,5/1/18,4.8796997
NAT_040,6/1/18,9.696838
NAT_040,7/1/18,15.596741
NAT_040,8/1/18,13.74176
NAT_040,9/1/18,9.107971
NAT_040,10/1/18,-0.07846069
NAT_040,11/1/18,-7.9333496
NAT_040,12/1/18,-11.549164
NAT_040,1/1/19,-9.628845
NAT_040,2/1/19,-11.765961
NAT_040,3/1/19,-6.713135
NAT_040,4/1/19,-1.0246582
NAT_040,5/1/19,1.9867554
NAT_040,6/1/19,7.9793396
NAT_040,7/1/19,14.327972
NAT_040,8/1/19,14.4678955
NAT_040,9/1/19,8.499054
NAT_040,10/1/19,-5.981903
NAT_040,11/1/19,-6.9251404
NAT_040,12/1/19,-9.791931
NAT_040,1/1/20,-9.021912
NAT_040,2/1/20,-10.327789
NAT_040,3/1/20,-5.452667
NAT_040,4/1/20,-2.785492
NAT_040,5/1/20,3.4653015
NAT_040,6/1/20,8.871826
NAT_040,7/1/20,14.460724
NAT_040,8/1/20,16.133026
NAT_040,9/1/20,10.446991
NAT_040,10/1/20,0.7423401
NAT_040,11/1/20,-6.6345215
NAT_040,12/1/20,-9.697815
NAT_040,1/1/21,-9.747101
NAT_040,2/1/21,-12.182007
NAT_040,3/1/21,-5.333252
NAT_040,4/1/21,-2.6817932
NAT_040,5/1/21,2.9059753
NAT_040,6/1/21,13.562134
NAT_040,7/1/21,17.758698
NAT_040,8/1/21,13.679932
NAT_040,9/1/21,10.343964
NAT_040,10/1/21,1.2677307
NAT_040,11/1/21,-3.7434082
NAT_040,12/1/21,-9.357941
NAT_040,1/1/22,-10.429596
NAT_040,2/1/22,-11.25531
NAT_040,3/1/22,-5.272461
NAT_040,4/1/22,-4.5052795
NAT_040,5/1/22,1.3050842
NAT_040,6/1/22,8.405792
NAT_040,7/1/22,16.328125
NAT_040,8/1/22,16.324738
NAT_040,9/1/22,11.7621155
NAT_040,10/1/22,2.6543274
NAT_040,11/1/22,-10.097321
NAT_040,12/1/22,-11.820251
NAT_041,1/1/18,-6.897461
NAT_041,2/1/18,-11.873352
NAT_041,3/1/18,-3.9190369
NAT_041,4/1/18,-0.49694824
NAT_041,5/1/18,8.568634
NAT_041,6/1/18,11.527618
NAT_041,7/1/18,17.368713
NAT_041,8/1/18,16.579529
NAT_041,9/1/18,10.388184
NAT_041,10/1/18,3.1961365
NAT_041,11/1/18,-4.725647
NAT_041,12/1/18,-9.039978
NAT_041,1/1/19,-8.054169
NAT_041,2/1/19,-15.8284
NAT_041,3/1/19,-6.6775513
NAT_041,4/1/19,0.69537354
NAT_041,5/1/19,5.725769
NAT_041,6/1/19,11.905945
NAT_041,7/1/19,16.080475
NAT_041,8/1/19,16.79718
NAT_041,9/1/19,10.661072
NAT_041,10/1/19,-2.4491882
NAT_041,11/1/19,-4.0956726
NAT_041,12/1/19,-7.64624
NAT_041,1/1/20,-7.029419
NAT_041,2/1/20,-7.0769043
NAT_041,3/1/20,-4.490265
NAT_041,4/1/20,-0.51608276
NAT_041,5/1/20,7.1400146
NAT_041,6/1/20,11.478882
NAT_041,7/1/20,16.03653
NAT_041,8/1/20,18.282043
NAT_041,9/1/20,12.870544
NAT_041,10/1/20,2.2370605
NAT_041,11/1/20,-4.560547
NAT_041,12/1/20,-6.3528748
NAT_041,1/1/21,-7.395691
NAT_041,2/1/21,-12.490601
NAT_041,3/1/21,-2.7972107
NAT_041,4/1/21,0.037841797
NAT_041,5/1/21,5.611664
NAT_041,6/1/21,15.712769
NAT_041,7/1/21,21.162842
NAT_041,8/1/21,16.102081
NAT_041,9/1/21,12.806732
NAT_041,10/1/21,5.1584473
NAT_041,11/1/21,0.31518555
NAT_041,12/1/21,-7.815674
NAT_041,1/1/22,-8.753876
NAT_041,2/1/22,-8.590881
NAT_041,3/1/22,-2.7404785
NAT_041,4/1/22,-2.488861
NAT_041,5/1/22,5.1355896
NAT_041,6/1/22,11.436371
NAT_041,7/1/22,18.19101
NAT_041,8/1/22,19.48825
NAT_041,9/1/22,14.154968
NAT_041,10/1/22,5.526886
NAT_041,11/1/22,-9.123596
NAT_041,12/1/22,-11.461029
NAT_042,1/1/18,6.4630737
NAT_042,2/1/18,4.686493
NAT_042,3/1/18,6.0705566
NAT_042,4/1/18,13.654144
NAT_042,5/1/18,16.360596
NAT_042,6/1/18,23.68042
NAT_042,7/1/18,25.406311
NAT_042,8/1/18,25.09436
NAT_042,9/1/18,21.587524
NAT_042,10/1/18,12.293945
NAT_042,11/1/18,8.167114
NAT_042,12/1/18,3.4997559
NAT_042,1/1/19,3.0271912
NAT_042,2/1/19,-0.8947754
NAT_042,3/1/19,5.6922607
NAT_042,4/1/19,12.549255
NAT_042,5/1/19,11.77478
NAT_042,6/1/19,21.51825
NAT_042,7/1/19,24.87381
NAT_042,8/1/19,25.291565
NAT_042,9/1/19,19.647552
NAT_042,10/1/19,12.384399
NAT_042,11/1/19,8.5448
NAT_042,12/1/19,1.7445984
NAT_042,1/1/20,4.2977905
NAT_042,2/1/20,5.6746826
NAT_042,3/1/20,5.6364746
NAT_042,4/1/20,11.280579
NAT_042,5/1/20,18.782349
NAT_042,6/1/20,22.251648
NAT_042,7/1/20,26.197876
NAT_042,8/1/20,26.853333
NAT_042,9/1/20,23.068054
NAT_042,10/1/20,17.841125
NAT_042,11/1/20,8.595764
NAT_042,12/1/20,4.3613586
NAT_042,1/1/21,3.5057678
NAT_042,2/1/21,4.875183
NAT_042,3/1/21,6.0743713
NAT_042,4/1/21,13.546753
NAT_042,5/1/21,17.618622
NAT_042,6/1/21,25.248566
NAT_042,7/1/21,26.13324
NAT_042,8/1/21,25.105652
NAT_042,9/1/21,22.200684
NAT_042,10/1/21,12.378326
NAT_042,11/1/21,11.644226
NAT_042,12/1/21,3.556549
NAT_042,1/1/22,4.1069336
NAT_042,2/1/22,4.524811
NAT_042,3/1/22,8.916779
NAT_042,4/1/22,13.02124
NAT_042,5/1/22,17.298767
NAT_042,6/1/22,23.198608
NAT_042,7/1/22,25.678528
NAT_042,8/1/22,23.24112
NAT_042,9/1/22,21.564636
NAT_042,10/1/22,15.20636
NAT_042,11/1/22,4.7023926
NAT_042,12/1/22,3.3390503
NAT_043,1/1/18,-0.23144531
NAT_043,2/1/18,-2.714569
NAT_043,3/1/18,-2.093689
NAT_043,4/1/18,6.0691833
NAT_043,5/1/18,10.773804
NAT_043,6/1/18,17.96164
NAT_043,7/1/18,23.275635
NAT_043,8/1/18,21.6232
NAT_043,9/1/18,17.093231
NAT_043,10/1/18,7.4645996
NAT_043,11/1/18,2.2747803
NAT_043,12/1/18,-5.7134705
NAT_043,1/1/19,-5.134033
NAT_043,2/1/19,-7.9155273
NAT_043,3/1/19,-2.4944458
NAT_043,4/1/19,5.1544495
NAT_043,5/1/19,7.316986
NAT_043,6/1/19,15.237854
NAT_043,7/1/19,21.068085
NAT_043,8/1/19,21.521637
NAT_043,9/1/19,14.460602
NAT_043,10/1/19,5.85141
NAT_043,11/1/19,3.0705872
NAT_043,12/1/19,-5.4289246
NAT_043,1/1/20,-4.095459
NAT_043,2/1/20,-2.5810547
NAT_043,3/1/20,-0.100860596
NAT_043,4/1/20,5.4154053
NAT_043,5/1/20,11.966339
NAT_043,6/1/20,16.150635
NAT_043,7/1/20,21.970978
NAT_043,8/1/20,22.836548
NAT_043,9/1/20,18.149963
NAT_043,10/1/20,11.653473
NAT_043,11/1/20,0.6286316
NAT_043,12/1/20,-3.77063
NAT_043,1/1/21,-4.228058
NAT_043,2/1/21,-4.720093
NAT_043,3/1/21,-1.4464417
NAT_043,4/1/21,5.678833
NAT_043,5/1/21,10.632141
NAT_043,6/1/21,20.48819
NAT_043,7/1/21,23.417755
NAT_043,8/1/21,21.000977
NAT_043,9/1/21,17.432617
NAT_043,10/1/21,6.599518
NAT_043,11/1/21,4.6087646
NAT_043,12/1/21,-4.2883606
NAT_043,1/1/22,-5.8815613
NAT_043,2/1/22,-4.439575
NAT_043,3/1/22,1.2771912
NAT_043,4/1/22,4.9431763
NAT_043,5/1/22,9.558258
NAT_043,6/1/22,17.072266
NAT_043,7/1/22,23.135986
NAT_043,8/1/22,20.868011
NAT_043,9/1/22,17.800323
NAT_043,10/1/22,10.265137
NAT_043,11/1/22,-4.6779785
NAT_043,12/1/22,-6.0663757
NAT_044,1/1/18,-6.131317
NAT_044,2/1/18,-12.301422
NAT_044,3/1/18,-4.339325
NAT_044,4/1/18,-0.9956665
NAT_044,5/1/18,7.866638
NAT_044,6/1/18,10.783051
NAT_044,7/1/18,16.081573
NAT_044,8/1/18,15.265686
NAT_044,9/1/18,8.712128
NAT_044,10/1/18,1.7484741
NAT_044,11/1/18,-4.89917
NAT_044,12/1/18,-8.125366
NAT_044,1/1/19,-6.682953
NAT_044,2/1/19,-16.073792
NAT_044,3/1/19,-6.4181213
NAT_044,4/1/19,0.07885742
NAT_044,5/1/19,4.0002747
NAT_044,6/1/19,10.79364
NAT_044,7/1/19,14.909515
NAT_044,8/1/19,15.467621
NAT_044,9/1/19,9.46167
NAT_044,10/1/19,-3.249054
NAT_044,11/1/19,-4.864441
NAT_044,12/1/19,-6.633423
NAT_044,1/1/20,-6.6748047
NAT_044,2/1/20,-6.9500732
NAT_044,3/1/20,-4.9076843
NAT_044,4/1/20,-1.4575806
NAT_044,5/1/20,5.652832
NAT_044,6/1/20,11.0372925
NAT_044,7/1/20,15.185944
NAT_044,8/1/20,17.091858
NAT_044,9/1/20,11.88855
NAT_044,10/1/20,1.1995544
NAT_044,11/1/20,-3.3591614
NAT_044,12/1/20,-5.401123
NAT_044,1/1/21,-6.573059
NAT_044,2/1/21,-12.901337
NAT_044,3/1/21,-2.7034302
NAT_044,4/1/21,-0.6871338
NAT_044,5/1/21,4.4153748
NAT_044,6/1/21,14.506287
NAT_044,7/1/21,19.7193
NAT_044,8/1/21,14.953766
NAT_044,9/1/21,11.589142
NAT_044,10/1/21,4.3754272
NAT_044,11/1/21,-0.050628662
NAT_044,12/1/21,-8.646851
NAT_044,1/1/22,-7.2419434
NAT_044,2/1/22,-8.550171
NAT_044,3/1/22,-3.028595
NAT_044,4/1/22,-3.3554688
NAT_044,5/1/22,3.9055176
NAT_044,6/1/22,10.386597
NAT_044,7/1/22,17.08191
NAT_044,8/1/22,18.093353
NAT_044,9/1/22,13.01004
NAT_044,10/1/22,5.146057
NAT_044,11/1/22,-8.627869
NAT_044,12/1/22,-11.2144165
NAT_045,1/1/18,-5.8442383
NAT_045,2/1/18,-8.207428
NAT_045,3/1/18,-2.1243591
NAT_045,4/1/18,2.2237854
NAT_045,5/1/18,10.896484
NAT_045,6/1/18,16.2453
NAT_045,7/1/18,19.32425
NAT_045,8/1/18,17.524902
NAT_045,9/1/18,14.470734
NAT_045,10/1/18,3.5328064
NAT_045,11/1/18,-4.3062134
NAT_045,12/1/18,-7.5997925
NAT_045,1/1/19,-7.0555725
NAT_045,2/1/19,-9.086334
NAT_045,3/1/19,-4.6002502
NAT_045,4/1/19,2.690979
NAT_045,5/1/19,4.8609924
NAT_045,6/1/19,13.495514
NAT_045,7/1/19,19.299469
NAT_045,8/1/19,18.409943
NAT_045,9/1/19,14.358032
NAT_045,10/1/19,0.40600586
NAT_045,11/1/19,-3.0577698
NAT_045,12/1/19,-6.5147705
NAT_045,1/1/20,-5.671631
NAT_045,2/1/20,-7.7278137
NAT_045,3/1/20,-0.9656067
NAT_045,4/1/20,1.1035767
NAT_045,5/1/20,9.02832
NAT_045,6/1/20,16.404419
NAT_045,7/1/20,20.150604
NAT_045,8/1/20,20.850677
NAT_045,9/1/20,13.145538
NAT_045,10/1/20,4.8161316
NAT_045,11/1/20,-0.21939087
NAT_045,12/1/20,-5.445038
NAT_045,1/1/21,-6.2536316
NAT_045,2/1/21,-9.442261
NAT_045,3/1/21,-2.3132935
NAT_045,4/1/21,1.1725159
NAT_045,5/1/21,7.9764404
