year,month,siteid,UNIT_NAME,pud,tud,aud,eud,d2p
2018,Sep,NAT_041,Helena National Forest,2,18,19,14,2018-09-15
2018,Sep,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA,4,55,251,14,2018-09-15
2018,Sep,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,15,189,269,76,2018-09-15
2018,Sep,NAT_044,Lewis and Clark National Forest,3,3,11,7,2018-09-15
2018,Sep,NAT_045,Medicine Bow National Forest,12,23,62,70,2018-09-15
2018,Sep,NAT_046,Routt National Forest,9,71,172,37,2018-09-15
2018,Sep,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument,16,33,17,81,2018-09-15
2018,Sep,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay",4,22,1,20,2018-09-15
2018,Sep,NAT_049,Tongass National Forest-Sitka and Hoonah,1,45,1,26,2018-09-15
2018,Sep,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell",3,27,1,9,2018-09-15
2018,Sep,NAT_051,White River National Forest,62,488,1481,96,2018-09-15
2018,Sep,NAT_052,"Grand Mesa, Uncompahgre and Gunnison National Forests",60,113,282,88,2018-09-15
2018,Sep,NAT_053,Shoshone National Forest,18,32,27,35,2018-09-15
2018,Sep,NAT_054,Nebraska National Forest,4,7,0,12,2018-09-15
2018,Sep,NAT_055,San Juan National Forest,21,51,248,41,2018-09-15
2018,Sep,NAT_056,Black Hills National Forest,21,41,105,29,2018-09-15
2018,Sep,NAT_057,Bighorn National Forest,10,11,31,7,2018-09-15
2018,Sep,NAT_058,Pike and San Isabel National Forests,92,1049,1155,136,2018-09-15
2018,Sep,NAT_059,Carson National Forest,8,13,77,22,2018-09-15
2018,Sep,NAT_060,Cibola National Forest,3,40,161,106,2018-09-15
2018,Sep,NAT_061,Coronado National Forest,15,81,205,471,2018-09-15
2018,Sep,NAT_062,Lincoln National Forest,0,10,51,13,2018-09-15
2018,Sep,NAT_063,Gila National Forest,3,27,29,56,2018-09-15
2018,Sep,NAT_064,Prescott National Forest,1,25,94,31,2018-09-15
2018,Sep,NAT_065,Apache-Sitgreaves National Forests,5,45,59,69,2018-09-15
2018,Sep,NAT_066,Santa Fe National Forest,8,51,127,43,2018-09-15
2018,Sep,NAT_067,Dakota Prairie Grasslands,1,4,6,17,2018-09-15
2018,Sep,NAT_068,Bitterroot National Forest,0,7,44,8,2018-09-15
2018,Sep,NAT_069,Idaho Panhandle National Forests,5,38,128,12,2018-09-15
2018,Sep,NAT_070,Nez Perce-Clearwater National Forest,6,15,22,29,2018-09-15
2018,Sep,NAT_071,Lolo National Forest,5,6,45,62,2018-09-15
2018,Sep,NAT_072,Kootenai National Forest,1,28,23,9,2018-09-15
2018,Sep,NAT_073,Payette National Forest,0,26,29,14,2018-09-15
2018,Sep,NAT_074,Stanislaus National Forest,9,42,96,45,2018-09-15
2018,Sep,NAT_075,Mendocino National Forest,5,14,0,15,2018-09-15
2018,Sep,NAT_076,Cleveland National Forest,14,67,142,71,2018-09-15
2018,Sep,NAT_077,Modoc National Forest,2,10,2,12,2018-09-15
2018,Sep,NAT_078,Shasta-Trinity National Forest,3,52,58,24,2018-09-15
2018,Sep,NAT_079,San Bernardino National Forest,19,162,588,79,2018-09-15
2018,Sep,NAT_080,Los Padres National Forest,20,70,98,118,2018-09-15
2018,Sep,NAT_081,Angeles National Forest,28,148,800,71,2018-09-15
2018,Sep,NAT_082,Six Rivers National Forest,1,18,6,14,2018-09-15
2018,Sep,NAT_083,Klamath National Forest,1,23,13,10,2018-09-15
2018,Sep,NAT_084,Sequoia National Forest,8,63,101,28,2018-09-15
2018,Sep,NAT_085,Inyo National Forest,78,359,618,159,2018-09-15
2018,Sep,NAT_086,Eldorado National Forest,11,52,261,28,2018-09-15
2018,Sep,NAT_087,Malheur National Forest,1,4,5,42,2018-09-15
2018,Sep,NAT_088,Siuslaw National Forest,7,22,108,77,2018-09-15
2018,Sep,NAT_089,Bridger-Teton National Forest,23,70,73,32,2018-09-15
2018,Sep,NAT_090,Salmon-Challis National Forest,3,164,20,20,2018-09-15
2018,Sep,NAT_091,Ashley National Forest,3,28,11,12,2018-09-15
2018,Sep,NAT_092,Fishlake National Forest,6,12,6,15,2018-09-15
2018,Sep,NAT_093,Boise National Forest,4,31,48,21,2018-09-15
2018,Sep,NAT_094,Uinta-Wasatch-Cache National Forest,25,224,1861,181,2018-09-15
2018,Sep,NAT_095,Manti-La Sal National Forest,10,103,11,15,2018-09-15
2018,Sep,NAT_096,Dixie National Forest,18,34,37,38,2018-09-15
2018,Sep,NAT_097,Sierra National Forest,21,67,110,58,2018-09-15
2018,Sep,NAT_098,Willamette National Forest,21,69,246,65,2018-09-15
2018,Sep,NAT_099,Fremont-Winema National Forest,4,23,36,43,2018-09-15
2018,Sep,NAT_100,Wallowa-Whitman National Forest,13,20,26,67,2018-09-15
2018,Sep,NAT_101,Colville National Forest,0,4,16,9,2018-09-15
2018,Sep,NAT_102,Okanogan-Wenatchee National Forest,67,141,560,138,2018-09-15
2018,Sep,NAT_103,Umatilla National Forest,3,3,16,21,2018-09-15
2018,Sep,NAT_104,Rogue River-Siskiyou National Forests,9,59,30,28,2018-09-15
2018,Sep,NAT_105,Mt. Baker-Snoqualmie National Forest,63,173,1042,70,2018-09-15
2018,Sep,NAT_106,Ochoco National Forest,4,7,7,23,2018-09-15
2018,Sep,NAT_107,Deschutes National Forest,34,93,388,177,2018-09-15
2018,Sep,NAT_108,Columbia River Gorge National Scenic Area,13,37,114,34,2018-09-15
2018,Sep,NAT_109,Mt. Hood National Forest,51,135,420,78,2018-09-15
2018,Sep,NAT_110,Gifford Pinchot National Forest,17,66,297,53,2018-09-15
2018,Sep,NAT_111,Francis Marion and Sumter National Forests,2,11,46,25,2018-09-15
2018,Sep,NAT_112,National Forests in North Carolina,21,142,519,98,2018-09-15
2018,Sep,NAT_113,National Forests in Mississippi,0,11,5,12,2018-09-15
2018,Sep,NAT_114,Umpqua National Forest,6,22,51,18,2018-09-15
2018,Sep,NAT_115,Land Between the Lakes National Recreation Area,2,5,12,15,2018-09-15
2018,Sep,NAT_116,Mark Twain National Forest,4,4,31,6,2018-09-15
2018,Sep,NAT_117,Hiawatha National Forest,7,18,8,50,2018-09-15
2018,Sep,NAT_118,Daniel Boone National Forest,2,29,115,21,2018-09-15
2018,Sep,NAT_119,George Washington and Jefferson National Forest,13,63,156,164,2018-09-15
2018,Sep,NAT_120,Cherokee National Forest,5,18,166,65,2018-09-15
2018,Sep,NAT_121,National Forests in Texas,1,8,11,13,2018-09-15
2018,Sep,NAT_122,Chequamegon-Nicolet National Forest,3,6,5,22,2018-09-15
2018,Sep,NAT_123,Wayne National Forest,1,5,13,12,2018-09-15
2018,Sep,NAT_124,Hoosier National Forest,2,9,35,17,2018-09-15
2018,Sep,NAT_125,Huron-Manistee National Forest,1,421,24,123,2018-09-15
2018,Sep,NAT_126,Superior National Forest,11,35,41,44,2018-09-15
2018,Sep,NAT_127,Shawnee National Forest,5,9,43,30,2018-09-15
2018,Sep,NAT_128,Chippewa National Forest,0,1,3,7,2018-09-15
2018,Sep,NAT_129,Monongahela National Forest,8,16,37,23,2018-09-15
2018,Sep,NAT_130,Ottawa National Forest,1,12,4,35,2018-09-15
2018,Sep,NAT_131,National Forests in Florida,2,37,3,18,2018-09-15
2018,Sep,NAT_132,Chattahoochee-Oconee National Forests,4,65,386,23,2018-09-15
2018,Sep,NAT_133,National Forests in Alabama,0,7,37,9,2018-09-15
2018,Sep,NAT_134,Midewin National Tallgrass Prairie,2,0,2,9,2018-09-15
2018,Sep,NAT_135,Chugach National Forest,28,159,94,57,2018-09-15
2018,Sep,NAT_136,Parker River National Wildlife Refuge,15,7,1,275,2018-09-15
2018,Sep,NAT_137,Baskett Slough National Wildlife Refuge,1,2,3,26,2018-09-15
2018,Sep,NAT_138,Rocky Mountain Arsenal National Wildlife Refuge,11,78,10,96,2018-09-15
2018,Sep,NAT_139,Pinckney Island National Wildlife Refuge,4,1,3,10,2018-09-15
2018,Sep,NAT_140,Ridgefield National Wildlife Refuge,8,0,3,102,2018-09-15
2018,Sep,NAT_141,Arthur R. Marshall Loxahatchee National Wildlife Refuge,15,12,0,20,2018-09-15
2018,Sep,NAT_142,San Diego National Wildlife Refuge,0,12,12,5,2018-09-15
2018,Sep,NAT_143,Okefenokee National Wildlife Refuge,0,3,1,9,2018-09-15
2018,Sep,NAT_144,Harris Neck National Wildlife Refuge,1,0,2,15,2018-09-15
2018,Sep,NAT_145,Tijuana Slough National Wildlife Refuge,2,0,1,45,2018-09-15
2018,Sep,NAT_146,Wolf Creek National Fish Hatchery,0,0,0,0,2018-09-15
2018,Oct,NAT_001,Great Smoky Mountains National Park,67,316,684,80,2018-10-15
2018,Oct,NAT_002,Lincoln Memorial,16,159,0,0,2018-10-15
2018,Oct,NAT_003,Grand Canyon National Park,98,566,288,142,2018-10-15
2018,Oct,NAT_004,World War II Memorial,7,35,0,0,2018-10-15
2018,Oct,NAT_005,Rocky Mountain National Park,26,208,536,44,2018-10-15
2018,Oct,NAT_006,Vietnam Veterans Memorial,2,8,0,0,2018-10-15
2018,Oct,NAT_007,Independence National Historical Park,9,74,0,7,2018-10-15
2018,Oct,NAT_008,Zion National Park,56,219,443,77,2018-10-15
2018,Oct,NAT_009,Yosemite National Park,124,577,608,80,2018-10-15
2018,Oct,NAT_010,Castle Clinton National Monument,3,5,0,0,2018-10-15
2018,Oct,NAT_011,Statue Of Liberty National Monument,24,378,0,8,2018-10-15
2018,Oct,NAT_012,Yellowstone National Park,53,348,70,70,2018-10-15
2018,Oct,NAT_013,San Francisco Maritime National Historical Park,21,26,0,5,2018-10-15
2018,Oct,NAT_014,Korean War Veterans Memorial,1,4,0,0,2018-10-15
2018,Oct,NAT_015,"Martin Luther King, Jr., Memorial",4,27,0,1,2018-10-15
2018,Oct,NAT_016,Acadia National Park,64,184,405,212,2018-10-15
2018,Oct,NAT_017,Grand Teton National Park,41,185,115,40,2018-10-15
2018,Oct,NAT_018,Chattahoochee River National Recreation Area,4,33,125,119,2018-10-15
2018,Oct,NAT_019,Delaware Water Gap National Recreation Area,8,100,157,53,2018-10-15
2018,Oct,NAT_020,Colonial National Historical Park,2,16,5,28,2018-10-15
2018,Oct,NAT_021,Franklin Delano Roosevelt Memorial,6,6,0,7,2018-10-15
2018,Oct,NAT_022,Olympic National Park,21,89,152,50,2018-10-15
2018,Oct,NAT_023,Boston National Historical Park,4,41,0,3,2018-10-15
2018,Oct,NAT_024,Thomas Jefferson Memorial,8,37,0,2,2018-10-15
2018,Oct,NAT_025,Glacier National Park,20,107,73,26,2018-10-15
2018,Oct,NAT_026,Joshua Tree National Park,41,224,105,43,2018-10-15
2018,Oct,NAT_027,Cape Hatteras National Seashore,16,49,1,384,2018-10-15
2018,Oct,NAT_028,Bryce Canyon National Park,43,76,178,38,2018-10-15
2018,Oct,NAT_029,Rock Creek Park,6,12,29,144,2018-10-15
2018,Oct,NAT_030,Assateague Island National Seashore,7,16,4,253,2018-10-15
2018,Oct,NAT_031,Valley Forge National Historical Park,0,28,23,52,2018-10-15
2018,Oct,NAT_032,Cuyahoga Valley National Park,19,116,144,162,2018-10-15
2018,Oct,NAT_033,Indiana Dunes National Park,3,17,26,98,2018-10-15
2018,Oct,NAT_034,Gateway Arch National Park,17,215,1,5,2018-10-15
2018,Oct,NAT_035,Mount Rushmore National Memorial,6,42,3,2,2018-10-15
2018,Oct,NAT_036,Canaveral National Seashore,3,11,0,98,2018-10-15
2018,Oct,NAT_037,Arches National Park,37,32,187,27,2018-10-15
2018,Oct,NAT_038,Sleeping Bear Dunes National Lakeshore,11,16,29,71,2018-10-15
2018,Oct,NAT_039,Custer National Forest,3,13,7,2,2018-10-15
2018,Oct,NAT_040,Gallatin National Forest,4,42,35,23,2018-10-15
2018,Oct,NAT_041,Helena National Forest,0,10,6,20,2018-10-15
2018,Oct,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA,2,47,102,15,2018-10-15
2018,Oct,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,34,167,194,49,2018-10-15
2018,Oct,NAT_044,Lewis and Clark National Forest,2,3,4,5,2018-10-15
2018,Oct,NAT_045,Medicine Bow National Forest,2,29,14,16,2018-10-15
2018,Oct,NAT_046,Routt National Forest,0,45,48,9,2018-10-15
2018,Oct,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument,5,5,10,62,2018-10-15
2018,Oct,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay",0,7,1,9,2018-10-15
2018,Oct,NAT_049,Tongass National Forest-Sitka and Hoonah,0,17,1,15,2018-10-15
2018,Oct,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell",0,18,1,1,2018-10-15
2018,Oct,NAT_051,White River National Forest,27,312,457,32,2018-10-15
2018,Oct,NAT_052,"Grand Mesa, Uncompahgre and Gunnison National Forests",24,70,68,24,2018-10-15
2018,Oct,NAT_053,Shoshone National Forest,6,72,7,33,2018-10-15
2018,Oct,NAT_054,Nebraska National Forest,5,1,2,6,2018-10-15
2018,Oct,NAT_055,San Juan National Forest,10,29,81,29,2018-10-15
2018,Oct,NAT_056,Black Hills National Forest,14,19,57,0,2018-10-15
2018,Oct,NAT_057,Bighorn National Forest,5,11,5,6,2018-10-15
2018,Oct,NAT_058,Pike and San Isabel National Forests,33,807,368,74,2018-10-15
2018,Oct,NAT_059,Carson National Forest,6,13,55,9,2018-10-15
2018,Oct,NAT_060,Cibola National Forest,10,31,113,118,2018-10-15
2018,Oct,NAT_061,Coronado National Forest,23,91,208,392,2018-10-15
2018,Oct,NAT_062,Lincoln National Forest,4,5,44,9,2018-10-15
2018,Oct,NAT_063,Gila National Forest,0,24,17,19,2018-10-15
2018,Oct,NAT_064,Prescott National Forest,7,6,75,34,2018-10-15
2018,Oct,NAT_065,Apache-Sitgreaves National Forests,3,21,20,27,2018-10-15
2018,Oct,NAT_066,Santa Fe National Forest,7,74,98,38,2018-10-15
2018,Oct,NAT_067,Dakota Prairie Grasslands,0,3,5,10,2018-10-15
2018,Oct,NAT_068,Bitterroot National Forest,0,3,22,5,2018-10-15
2018,Oct,NAT_069,Idaho Panhandle National Forests,6,20,84,16,2018-10-15
2018,Oct,NAT_070,Nez Perce-Clearwater National Forest,0,9,4,8,2018-10-15
2018,Oct,NAT_071,Lolo National Forest,1,5,26,43,2018-10-15
2018,Oct,NAT_072,Kootenai National Forest,1,12,4,3,2018-10-15
2018,Oct,NAT_073,Payette National Forest,0,14,7,9,2018-10-15
2018,Oct,NAT_074,Stanislaus National Forest,5,33,49,35,2018-10-15
2018,Oct,NAT_075,Mendocino National Forest,2,9,0,7,2018-10-15
2018,Oct,NAT_076,Cleveland National Forest,10,62,147,127,2018-10-15
2018,Oct,NAT_077,Modoc National Forest,1,7,0,20,2018-10-15
2018,Oct,NAT_078,Shasta-Trinity National Forest,10,33,51,19,2018-10-15
2018,Oct,NAT_079,San Bernardino National Forest,13,160,400,48,2018-10-15
2018,Oct,NAT_080,Los Padres National Forest,24,39,72,56,2018-10-15
2018,Oct,NAT_081,Angeles National Forest,14,131,621,89,2018-10-15
2018,Oct,NAT_082,Six Rivers National Forest,1,42,6,4,2018-10-15
2018,Oct,NAT_083,Klamath National Forest,1,14,12,12,2018-10-15
2018,Oct,NAT_084,Sequoia National Forest,17,71,64,33,2018-10-15
2018,Oct,NAT_085,Inyo National Forest,111,318,408,144,2018-10-15
2018,Oct,NAT_086,Eldorado National Forest,13,48,141,9,2018-10-15
2018,Oct,NAT_087,Malheur National Forest,2,8,1,42,2018-10-15
2018,Oct,NAT_088,Siuslaw National Forest,15,24,74,113,2018-10-15
2018,Oct,NAT_089,Bridger-Teton National Forest,5,43,22,8,2018-10-15
2018,Oct,NAT_090,Salmon-Challis National Forest,2,142,3,7,2018-10-15
2018,Oct,NAT_091,Ashley National Forest,1,13,4,7,2018-10-15
2018,Oct,NAT_092,Fishlake National Forest,5,2,0,11,2018-10-15
2018,Oct,NAT_093,Boise National Forest,2,13,16,18,2018-10-15
2018,Oct,NAT_094,Uinta-Wasatch-Cache National Forest,10,167,792,120,2018-10-15
2018,Oct,NAT_095,Manti-La Sal National Forest,0,76,5,7,2018-10-15
2018,Oct,NAT_096,Dixie National Forest,15,31,28,25,2018-10-15
2018,Oct,NAT_097,Sierra National Forest,5,66,75,38,2018-10-15
2018,Oct,NAT_098,Willamette National Forest,21,48,195,43,2018-10-15
2018,Oct,NAT_099,Fremont-Winema National Forest,6,10,15,32,2018-10-15
2018,Oct,NAT_100,Wallowa-Whitman National Forest,2,6,14,22,2018-10-15
2018,Oct,NAT_101,Colville National Forest,0,14,5,16,2018-10-15
2018,Oct,NAT_102,Okanogan-Wenatchee National Forest,57,92,499,120,2018-10-15
2018,Oct,NAT_103,Umatilla National Forest,2,6,5,14,2018-10-15
2018,Oct,NAT_104,Rogue River-Siskiyou National Forests,3,46,29,9,2018-10-15
2018,Oct,NAT_105,Mt. Baker-Snoqualmie National Forest,52,111,767,63,2018-10-15
2018,Oct,NAT_106,Ochoco National Forest,0,10,9,14,2018-10-15
2018,Oct,NAT_107,Deschutes National Forest,22,67,218,120,2018-10-15
2018,Oct,NAT_108,Columbia River Gorge National Scenic Area,11,59,77,23,2018-10-15
2018,Oct,NAT_109,Mt. Hood National Forest,27,93,335,52,2018-10-15
2018,Oct,NAT_110,Gifford Pinchot National Forest,27,37,214,31,2018-10-15
2018,Oct,NAT_111,Francis Marion and Sumter National Forests,1,16,69,32,2018-10-15
2018,Oct,NAT_112,National Forests in North Carolina,37,159,683,90,2018-10-15
2018,Oct,NAT_113,National Forests in Mississippi,0,4,9,15,2018-10-15
2018,Oct,NAT_114,Umpqua National Forest,9,13,30,7,2018-10-15
2018,Oct,NAT_115,Land Between the Lakes National Recreation Area,2,5,17,23,2018-10-15
2018,Oct,NAT_116,Mark Twain National Forest,1,13,54,10,2018-10-15
2018,Oct,NAT_117,Hiawatha National Forest,19,10,6,43,2018-10-15
2018,Oct,NAT_118,Daniel Boone National Forest,4,61,173,10,2018-10-15
2018,Oct,NAT_119,George Washington and Jefferson National Forest,15,82,209,128,2018-10-15
2018,Oct,NAT_120,Cherokee National Forest,3,36,156,14,2018-10-15
2018,Oct,NAT_121,National Forests in Texas,1,10,21,16,2018-10-15
2018,Oct,NAT_122,Chequamegon-Nicolet National Forest,9,7,1,32,2018-10-15
2018,Oct,NAT_123,Wayne National Forest,0,4,21,20,2018-10-15
2018,Oct,NAT_124,Hoosier National Forest,1,3,40,13,2018-10-15
2018,Oct,NAT_125,Huron-Manistee National Forest,3,450,18,55,2018-10-15
2018,Oct,NAT_126,Superior National Forest,7,15,26,24,2018-10-15
2018,Oct,NAT_127,Shawnee National Forest,3,20,60,38,2018-10-15
2018,Oct,NAT_128,Chippewa National Forest,3,2,1,11,2018-10-15
2018,Oct,NAT_129,Monongahela National Forest,14,35,60,19,2018-10-15
2018,Oct,NAT_130,Ottawa National Forest,6,6,1,6,2018-10-15
2018,Oct,NAT_131,National Forests in Florida,3,25,7,42,2018-10-15
2018,Oct,NAT_132,Chattahoochee-Oconee National Forests,10,67,348,16,2018-10-15
2018,Oct,NAT_133,National Forests in Alabama,0,12,44,4,2018-10-15
2018,Oct,NAT_134,Midewin National Tallgrass Prairie,3,0,2,5,2018-10-15
2018,Oct,NAT_135,Chugach National Forest,1,98,22,24,2018-10-15
2018,Oct,NAT_136,Parker River National Wildlife Refuge,5,4,0,258,2018-10-15
2018,Oct,NAT_137,Baskett Slough National Wildlife Refuge,1,2,2,24,2018-10-15
2018,Oct,NAT_138,Rocky Mountain Arsenal National Wildlife Refuge,7,78,4,148,2018-10-15
2018,Oct,NAT_139,Pinckney Island National Wildlife Refuge,1,2,3,16,2018-10-15
2018,Oct,NAT_140,Ridgefield National Wildlife Refuge,4,1,3,92,2018-10-15
2018,Oct,NAT_141,Arthur R. Marshall Loxahatchee National Wildlife Refuge,11,14,0,61,2018-10-15
2018,Oct,NAT_142,San Diego National Wildlife Refuge,0,11,12,6,2018-10-15
2018,Oct,NAT_143,Okefenokee National Wildlife Refuge,0,3,0,12,2018-10-15
2018,Oct,NAT_144,Harris Neck National Wildlife Refuge,0,0,0,21,2018-10-15
2018,Oct,NAT_145,Tijuana Slough National Wildlife Refuge,0,1,0,28,2018-10-15
2018,Oct,NAT_146,Wolf Creek National Fish Hatchery,0,0,0,1,2018-10-15
2018,Nov,NAT_001,Great Smoky Mountains National Park,76,288,508,64,2018-11-15
2018,Nov,NAT_002,Lincoln Memorial,15,133,0,0,2018-11-15
2018,Nov,NAT_003,Grand Canyon National Park,36,550,241,49,2018-11-15
2018,Nov,NAT_004,World War II Memorial,10,36,0,0,2018-11-15
2018,Nov,NAT_005,Rocky Mountain National Park,10,125,239,24,2018-11-15
2018,Nov,NAT_006,Vietnam Veterans Memorial,0,20,0,0,2018-11-15
2018,Nov,NAT_007,Independence National Historical Park,10,93,1,3,2018-11-15
2018,Nov,NAT_008,Zion National Park,32,219,363,37,2018-11-15
2018,Nov,NAT_009,Yosemite National Park,72,418,396,42,2018-11-15
2018,Nov,NAT_010,Castle Clinton National Monument,0,4,0,0,2018-11-15
2018,Nov,NAT_011,Statue Of Liberty National Monument,11,322,0,10,2018-11-15
2018,Nov,NAT_012,Yellowstone National Park,9,238,11,9,2018-11-15
2018,Nov,NAT_013,San Francisco Maritime National Historical Park,15,31,0,4,2018-11-15
2018,Nov,NAT_014,Korean War Veterans Memorial,1,13,0,0,2018-11-15
2018,Nov,NAT_015,"Martin Luther King, Jr., Memorial",3,25,0,1,2018-11-15
2018,Nov,NAT_016,Acadia National Park,16,51,61,85,2018-11-15
2018,Nov,NAT_017,Grand Teton National Park,9,78,21,4,2018-11-15
2018,Nov,NAT_018,Chattahoochee River National Recreation Area,5,39,83,67,2018-11-15
2018,Nov,NAT_019,Delaware Water Gap National Recreation Area,4,63,105,28,2018-11-15
2018,Nov,NAT_020,Colonial National Historical Park,4,23,3,51,2018-11-15
2018,Nov,NAT_021,Franklin Delano Roosevelt Memorial,1,8,1,23,2018-11-15
2018,Nov,NAT_022,Olympic National Park,22,92,69,17,2018-11-15
2018,Nov,NAT_023,Boston National Historical Park,3,46,0,3,2018-11-15
2018,Nov,NAT_024,Thomas Jefferson Memorial,7,27,0,2,2018-11-15
2018,Nov,NAT_025,Glacier National Park,5,126,20,4,2018-11-15
2018,Nov,NAT_026,Joshua Tree National Park,31,289,219,70,2018-11-15
2018,Nov,NAT_027,Cape Hatteras National Seashore,4,33,1,158,2018-11-15
2018,Nov,NAT_028,Bryce Canyon National Park,17,73,128,14,2018-11-15
2018,Nov,NAT_029,Rock Creek Park,8,27,12,33,2018-11-15
2018,Nov,NAT_030,Assateague Island National Seashore,5,17,5,330,2018-11-15
2018,Nov,NAT_031,Valley Forge National Historical Park,1,25,27,22,2018-11-15
2018,Nov,NAT_032,Cuyahoga Valley National Park,8,76,105,99,2018-11-15
2018,Nov,NAT_033,Indiana Dunes National Park,2,18,10,86,2018-11-15
2018,Nov,NAT_034,Gateway Arch National Park,7,176,0,4,2018-11-15
2018,Nov,NAT_035,Mount Rushmore National Memorial,1,20,0,0,2018-11-15
2018,Nov,NAT_036,Canaveral National Seashore,6,17,0,196,2018-11-15
2018,Nov,NAT_037,Arches National Park,30,17,149,7,2018-11-15
2018,Nov,NAT_038,Sleeping Bear Dunes National Lakeshore,1,12,7,27,2018-11-15
2018,Nov,NAT_039,Custer National Forest,1,12,3,1,2018-11-15
2018,Nov,NAT_040,Gallatin National Forest,2,25,18,7,2018-11-15
2018,Nov,NAT_041,Helena National Forest,1,15,0,2,2018-11-15
2018,Nov,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA,2,30,73,5,2018-11-15
2018,Nov,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA,11,180,145,36,2018-11-15
2018,Nov,NAT_044,Lewis and Clark National Forest,0,14,0,1,2018-11-15
2018,Nov,NAT_045,Medicine Bow National Forest,1,16,3,6,2018-11-15
2018,Nov,NAT_046,Routt National Forest,1,22,15,5,2018-11-15
2018,Nov,NAT_047,Tongass National Forest-Juneau and Admiralty National Monument,1,5,4,46,2018-11-15
2018,Nov,NAT_048,"Tongass National Forest-Ketchikan Misty, Craig, and Thorne Bay",0,2,2,13,2018-11-15
2018,Nov,NAT_049,Tongass National Forest-Sitka and Hoonah,0,16,0,12,2018-11-15
2018,Nov,NAT_050,"Tongass National Forest-Yakutat, Petersburg, and Wrangell",0,11,0,2,2018-11-15
2018,Nov,NAT_051,White River National Forest,4,370,130,13,2018-11-15
2018,Nov,NAT_052,"Grand Mesa, Uncompahgre and Gunnison National Forests",3,37,23,6,2018-11-15
2018,Nov,NAT_053,Shoshone National Forest,0,47,2,11,2018-11-15
2018,Nov,NAT_054,Nebraska National Forest,1,0,1,3,2018-11-15
2018,Nov,NAT_055,San Juan National Forest,3,19,28,23,2018-11-15
2018,Nov,NAT_056,Black Hills National Forest,2,11,32,8,2018-11-15
2018,Nov,NAT_057,Bighorn National Forest,1,15,0,0,2018-11-15
2018,Nov,NAT_058,Pike and San Isabel National Forests,11,810,161,28,2018-11-15
2018,Nov,NAT_059,Carson National Forest,0,12,12,8,2018-11-15
2018,Nov,NAT_060,Cibola National Forest,3,32,104,79,2018-11-15
2018,Nov,NAT_061,Coronado National Forest,11,99,244,483,2018-11-15
2018,Nov,NAT_062,Lincoln National Forest,3,5,23,3,2018-11-15
2018,Nov,NAT_063,Gila National Forest,0,11,27,21,2018-11-15
2018,Nov,NAT_064,Prescott National Forest,2,21,66,64,2018-11-15
2018,Nov,NAT_065,Apache-Sitgreaves National Forests,0,14,17,20,2018-11-15
2018,Nov,NAT_066,Santa Fe National Forest,1,32,35,22,2018-11-15
2018,Nov,NAT_067,Dakota Prairie Grasslands,0,0,1,8,2018-11-15
2018,Nov,NAT_068,Bitterroot National Forest,0,1,6,9,2018-11-15
2018,Nov,NAT_069,Idaho Panhandle National Forests,0,11,16,5,2018-11-15
2018,Nov,NAT_070,Nez Perce-Clearwater National Forest,0,18,4,4,2018-11-15
2018,Nov,NAT_071,Lolo National Forest,0,11,10,40,2018-11-15
2018,Nov,NAT_072,Kootenai National Forest,0,5,2,2,2018-11-15
2018,Nov,NAT_073,Payette National Forest,0,7,4,3,2018-11-15
2018,Nov,NAT_074,Stanislaus National Forest,0,36,42,14,2018-11-15
2018,Nov,NAT_075,Mendocino National Forest,4,2,0,5,2018-11-15
2018,Nov,NAT_076,Cleveland National Forest,9,74,176,76,2018-11-15
2018,Nov,NAT_077,Modoc National Forest,0,7,2,3,2018-11-15
2018,Nov,NAT_078,Shasta-Trinity National Forest,5,30,41,20,2018-11-15
2018,Nov,NAT_079,San Bernardino National Forest,6,164,415,40,2018-11-15
2018,Nov,NAT_080,Los Padres National Forest,19,70,100,58,2018-11-15
2018,Nov,NAT_081,Angeles National Forest,14,139,672,87,2018-11-15
2018,Nov,NAT_082,Six Rivers National Forest,0,35,2,7,2018-11-15
2018,Nov,NAT_083,Klamath National Forest,0,9,10,10,2018-11-15
2018,Nov,NAT_084,Sequoia National Forest,4,61,61,20,2018-11-15
2018,Nov,NAT_085,Inyo National Forest,18,311,157,55,2018-11-15
2018,Nov,NAT_086,Eldorado National Forest,2,42,92,8,2018-11-15
2018,Nov,NAT_087,Malheur National Forest,0,6,2,7,2018-11-15
2018,Nov,NAT_088,Siuslaw National Forest,5,19,87,62,2018-11-15
2018,Nov,NAT_089,Bridger-Teton National Forest,2,18,7,2,2018-11-15
2018,Nov,NAT_090,Salmon-Challis National Forest,1,123,2,1,2018-11-15
